origin|month|cause|avg_minutes|rank_pos
ABR|4|weather_delay|344.0|1
ABR|5|carrier_delay|110.2857|1
ABR|5|weather_delay|59.5|2
ABR|5|nas_delay|1.0|3
ABR|6|carrier_delay|128.0|1
ABR|6|weather_delay|50.7143|2
ABR|6|nas_delay|27.5|3
ABR|7|carrier_delay|105.3333|1
ABR|7|weather_delay|28.3333|2
ABR|7|nas_delay|20.0|3
ABR|8|carrier_delay|250.4|1
ABR|8|weather_delay|40.5714|2
ABR|8|nas_delay|21.0|3
ABR|9|carrier_delay|77.1667|1
ABR|10|carrier_delay|120.9|1
ABR|10|weather_delay|53.0|2
ABR|10|nas_delay|1.0|3
ABR|11|carrier_delay|49.8571|1
ABR|12|carrier_delay|215.3125|1
ABR|12|weather_delay|150.0|2
ABR|12|nas_delay|15.0|3
ABY|1|carrier_delay|221.125|1
ABY|1|weather_delay|168.5|2
ABY|1|nas_delay|13.3333|3
ABY|2|carrier_delay|157.3333|1
ABY|2|weather_delay|93.6667|2
ABY|2|nas_delay|31.0|3
ABY|3|carrier_delay|115.4|1
ABY|3|weather_delay|25.0|2
ABY|4|carrier_delay|62.0|1
ABY|4|weather_delay|33.0|2
ABY|4|nas_delay|11.2222|3
ABY|5|weather_delay|73.0|1
ABY|5|carrier_delay|62.4667|2
ABY|5|nas_delay|24.0|3
ABY|6|carrier_delay|50.6667|1
ABY|6|nas_delay|9.0|2
ABY|7|carrier_delay|120.7895|1
ABY|7|weather_delay|75.0|2
ABY|7|nas_delay|22.5714|3
ABY|8|weather_delay|1318.0|1
ABY|8|carrier_delay|85.9286|2
ABY|8|nas_delay|7.0|3
ABY|9|carrier_delay|65.7778|1
ABY|9|weather_delay|42.6667|2
ABY|9|nas_delay|13.0|3
ABY|10|carrier_delay|45.8|1
ABY|10|nas_delay|14.0|2
ABY|11|carrier_delay|72.8182|1
ABY|11|weather_delay|40.0|2
ABY|11|nas_delay|7.0|3
ABY|12|weather_delay|130.3333|1
ABY|12|carrier_delay|130.1579|2
ABY|12|late_aircraft_delay|59.0|3
ACK|5|late_aircraft_delay|93.1579|1
ACK|5|nas_delay|46.9333|2
ACK|5|carrier_delay|45.2|3
ACK|6|late_aircraft_delay|77.4783|1
ACK|6|nas_delay|62.6667|2
ACK|6|carrier_delay|53.0|3
ACK|7|weather_delay|132.0|1
ACK|7|late_aircraft_delay|60.726|2
ACK|7|carrier_delay|48.4773|3
ACK|8|weather_delay|113.0|1
ACK|8|late_aircraft_delay|70.0597|2
ACK|8|carrier_delay|54.1538|3
ACK|9|late_aircraft_delay|74.9231|1
ACK|9|nas_delay|27.0714|2
ACK|9|carrier_delay|15.0|3
ACK|10|nas_delay|80.75|1
ACK|10|late_aircraft_delay|43.25|2
ACK|10|carrier_delay|40.5|3
ACT|1|late_aircraft_delay|192.4286|1
ACT|1|weather_delay|124.0|2
ACT|1|carrier_delay|91.5714|3
ACT|2|weather_delay|74.0|1
ACT|2|late_aircraft_delay|27.75|2
ACT|2|carrier_delay|21.5556|3
ACT|3|late_aircraft_delay|32.7692|1
ACT|3|weather_delay|23.0|2
ACT|3|nas_delay|19.6|3
ACT|4|weather_delay|188.0|1
ACT|4|carrier_delay|31.6667|2
ACT|4|late_aircraft_delay|21.8889|3
ACT|5|weather_delay|149.4|1
ACT|5|carrier_delay|111.9091|2
ACT|5|nas_delay|79.5|3
ACT|6|weather_delay|113.3333|1
ACT|6|carrier_delay|90.0588|2
ACT|6|late_aircraft_delay|61.2667|3
ACT|7|carrier_delay|112.0|1
ACT|7|weather_delay|72.25|2
ACT|7|late_aircraft_delay|33.5|3
ACT|8|late_aircraft_delay|50.6667|1
ACT|8|carrier_delay|34.7692|2
ACT|8|weather_delay|31.0|3
ACT|9|carrier_delay|52.0|1
ACT|9|late_aircraft_delay|49.75|2
ACT|9|weather_delay|29.3333|3
ACT|10|carrier_delay|91.9474|1
ACT|10|late_aircraft_delay|58.2222|2
ACT|10|weather_delay|23.5|3
ACT|11|late_aircraft_delay|89.0|1
ACT|11|carrier_delay|45.0|2
ACT|11|nas_delay|5.0|3
ACT|12|weather_delay|101.4|1
ACT|12|carrier_delay|74.4643|2
ACT|12|nas_delay|12.8462|3
ACV|1|carrier_delay|267.0|1
ACV|1|weather_delay|145.5|2
ACV|1|late_aircraft_delay|85.3636|3
ACV|2|late_aircraft_delay|210.75|1
ACV|2|nas_delay|47.7083|2
ACV|2|carrier_delay|42.3571|3
ACV|3|carrier_delay|287.6|1
ACV|3|weather_delay|63.0|2
ACV|3|late_aircraft_delay|63.0|2
ACV|4|carrier_delay|150.0|1
ACV|4|late_aircraft_delay|85.2|2
ACV|4|weather_delay|63.5|3
ACV|5|late_aircraft_delay|138.0|1
ACV|5|carrier_delay|120.2|2
ACV|5|weather_delay|62.0|3
ACV|6|weather_delay|117.0|1
ACV|6|carrier_delay|100.0714|2
ACV|6|late_aircraft_delay|78.0|3
ACV|7|carrier_delay|177.4286|1
ACV|7|weather_delay|161.0|2
ACV|7|late_aircraft_delay|106.875|3
ACV|8|weather_delay|166.75|1
ACV|8|late_aircraft_delay|79.2|2
ACV|8|carrier_delay|49.3|3
ACV|9|weather_delay|268.2222|1
ACV|9|carrier_delay|213.8571|2
ACV|9|late_aircraft_delay|137.25|3
ACV|10|weather_delay|182.1429|1
ACV|10|late_aircraft_delay|136.1|2
ACV|10|carrier_delay|131.7333|3
ACV|11|weather_delay|123.8333|1
ACV|11|late_aircraft_delay|50.7143|2
ACV|11|carrier_delay|47.1333|3
ACV|12|weather_delay|81.0|1
ACV|12|carrier_delay|62.0526|2
ACV|12|nas_delay|45.1|3
ACY|1|carrier_delay|58.0|1
ACY|1|late_aircraft_delay|50.8462|2
ACY|1|nas_delay|25.4255|3
ACY|2|carrier_delay|62.9444|1
ACY|2|late_aircraft_delay|54.8235|2
ACY|2|weather_delay|40.0|3
ACY|3|late_aircraft_delay|58.9211|1
ACY|3|carrier_delay|52.8333|2
ACY|3|nas_delay|50.119|3
ACY|4|nas_delay|76.84|1
ACY|4|late_aircraft_delay|38.9167|2
ACY|4|carrier_delay|38.0833|3
ACY|5|nas_delay|55.8519|1
ACY|5|late_aircraft_delay|52.25|2
ACY|5|carrier_delay|22.1111|3
ACY|6|carrier_delay|86.05|1
ACY|6|late_aircraft_delay|60.4375|2
ACY|6|weather_delay|47.5714|3
ACY|7|late_aircraft_delay|65.5714|1
ACY|7|weather_delay|64.0|2
ACY|7|carrier_delay|54.8966|3
ACY|8|weather_delay|137.0|1
ACY|8|late_aircraft_delay|54.8065|2
ACY|8|carrier_delay|49.8571|3
ACY|9|weather_delay|78.3333|1
ACY|9|carrier_delay|63.2857|2
ACY|9|late_aircraft_delay|48.375|3
ACY|10|late_aircraft_delay|57.2727|1
ACY|10|carrier_delay|19.3846|2
ACY|10|nas_delay|12.0833|3
ACY|11|carrier_delay|150.4|1
ACY|11|late_aircraft_delay|43.875|2
ACY|11|nas_delay|37.4|3
ACY|12|late_aircraft_delay|60.6667|1
ACY|12|carrier_delay|52.7692|2
ACY|12|nas_delay|40.7407|3
ADK|1|security_delay|29.5|1
ADK|1|nas_delay|12.5|2
ADK|3|late_aircraft_delay|103.0|1
ADK|4|late_aircraft_delay|131.5|1
ADK|4|security_delay|7.0|2
ADK|5|late_aircraft_delay|19.0|1
ADK|5|security_delay|15.0|2
ADK|7|late_aircraft_delay|43.0|1
ADK|7|security_delay|13.0|2
ADK|7|nas_delay|4.0|3
ADK|8|late_aircraft_delay|135.0|1
ADK|8|security_delay|33.5|2
ADK|9|late_aircraft_delay|50.0|1
ADK|9|security_delay|20.5|2
ADK|9|nas_delay|3.0|3
ADK|10|carrier_delay|16.0|1
ADK|11|late_aircraft_delay|61.0|1
ADK|11|nas_delay|12.0|2
ADK|12|nas_delay|16.0|1
ADQ|1|weather_delay|66.6667|1
ADQ|1|carrier_delay|60.75|2
ADQ|1|late_aircraft_delay|46.6667|3
ADQ|2|carrier_delay|93.0|1
ADQ|2|late_aircraft_delay|70.5|2
ADQ|2|weather_delay|45.3333|3
ADQ|3|late_aircraft_delay|111.875|1
ADQ|3|weather_delay|27.0|2
ADQ|3|nas_delay|11.0|3
ADQ|4|carrier_delay|85.0|1
ADQ|4|late_aircraft_delay|41.5|2
ADQ|4|nas_delay|2.0|3
ADQ|5|late_aircraft_delay|45.0|1
ADQ|5|carrier_delay|23.0|2
ADQ|5|nas_delay|7.0|3
ADQ|6|carrier_delay|59.5|1
ADQ|6|late_aircraft_delay|50.6667|2
ADQ|6|nas_delay|13.0|3
ADQ|7|late_aircraft_delay|153.8333|1
ADQ|7|carrier_delay|88.6|2
ADQ|7|nas_delay|11.0|3
ADQ|8|late_aircraft_delay|49.4286|1
ADQ|8|carrier_delay|28.3333|2
ADQ|8|security_delay|20.5|3
ADQ|9|weather_delay|62.5|1
ADQ|9|late_aircraft_delay|45.5|2
ADQ|9|nas_delay|12.4286|3
ADQ|10|late_aircraft_delay|62.5714|1
ADQ|10|carrier_delay|48.3333|2
ADQ|10|security_delay|19.0|3
ADQ|11|carrier_delay|137.3333|1
ADQ|11|late_aircraft_delay|60.2857|2
ADQ|11|security_delay|38.0|3
ADQ|12|late_aircraft_delay|124.0|1
ADQ|12|weather_delay|43.0|2
ADQ|12|nas_delay|18.6667|3
AEX|1|late_aircraft_delay|136.7273|1
AEX|1|nas_delay|88.2174|2
AEX|1|weather_delay|67.0|3
AEX|2|carrier_delay|119.7692|1
AEX|2|nas_delay|24.8889|2
AEX|2|late_aircraft_delay|18.7143|3
AEX|3|weather_delay|100.75|1
AEX|3|carrier_delay|90.0|2
AEX|3|late_aircraft_delay|22.25|3
AEX|4|weather_delay|211.5714|1
AEX|4|carrier_delay|184.3333|2
AEX|4|late_aircraft_delay|56.2857|3
AEX|5|weather_delay|168.9333|1
AEX|5|late_aircraft_delay|130.0|2
AEX|5|carrier_delay|69.1667|3
AEX|6|carrier_delay|216.1|1
AEX|6|weather_delay|108.0|2
AEX|6|late_aircraft_delay|39.1429|3
AEX|7|carrier_delay|167.4706|1
AEX|7|weather_delay|83.8|2
AEX|7|late_aircraft_delay|67.25|3
AEX|8|carrier_delay|127.3846|1
AEX|8|weather_delay|63.0|2
AEX|8|late_aircraft_delay|57.5556|3
AEX|9|carrier_delay|100.3158|1
AEX|9|late_aircraft_delay|53.8182|2
AEX|9|weather_delay|27.5714|3
AEX|10|carrier_delay|120.9091|1
AEX|10|weather_delay|76.5|2
AEX|10|late_aircraft_delay|71.3636|3
AEX|11|carrier_delay|115.0588|1
AEX|11|weather_delay|82.75|2
AEX|11|late_aircraft_delay|36.9167|3
AEX|12|carrier_delay|109.25|1
AEX|12|weather_delay|60.6667|2
AEX|12|late_aircraft_delay|42.0|3
AGS|1|carrier_delay|109.7955|1
AGS|1|late_aircraft_delay|93.0|2
AGS|1|weather_delay|77.4762|3
AGS|2|weather_delay|89.75|1
AGS|2|late_aircraft_delay|79.4286|2
AGS|2|carrier_delay|77.75|3
AGS|3|carrier_delay|76.5556|1
AGS|3|late_aircraft_delay|72.75|2
AGS|3|nas_delay|17.8824|3
AGS|4|weather_delay|45.25|1
AGS|4|late_aircraft_delay|40.1552|2
AGS|4|carrier_delay|37.6316|3
AGS|5|late_aircraft_delay|95.4815|1
AGS|5|carrier_delay|76.3611|2
AGS|5|weather_delay|71.5556|3
AGS|6|carrier_delay|82.2|1
AGS|6|weather_delay|61.0|2
AGS|6|late_aircraft_delay|46.8261|3
AGS|7|weather_delay|87.0|1
AGS|7|late_aircraft_delay|80.7619|2
AGS|7|carrier_delay|79.9245|3
AGS|8|carrier_delay|106.4231|1
AGS|8|weather_delay|65.7143|2
AGS|8|late_aircraft_delay|61.697|3
AGS|9|weather_delay|95.2143|1
AGS|9|late_aircraft_delay|88.5405|2
AGS|9|carrier_delay|80.871|3
AGS|10|weather_delay|121.3846|1
AGS|10|late_aircraft_delay|92.3333|2
AGS|10|carrier_delay|77.0345|3
AGS|11|weather_delay|74.75|1
AGS|11|carrier_delay|46.8276|2
AGS|11|nas_delay|23.2571|3
AGS|12|weather_delay|84.7273|1
AGS|12|carrier_delay|77.7273|2
AGS|12|late_aircraft_delay|66.2143|3
AKN|5|nas_delay|20.0|1
AKN|5|late_aircraft_delay|15.0|2
AKN|6|nas_delay|34.5|1
AKN|6|late_aircraft_delay|21.0|2
AKN|6|security_delay|3.0|3
AKN|7|late_aircraft_delay|43.8333|1
AKN|7|security_delay|16.4286|2
AKN|7|nas_delay|10.4|3
AKN|8|late_aircraft_delay|15.8|1
AKN|8|carrier_delay|9.0|2
AKN|8|nas_delay|7.3333|3
AKN|9|late_aircraft_delay|33.0|1
AKN|9|security_delay|22.0|2
AKN|9|carrier_delay|10.0|3
ALB|1|late_aircraft_delay|62.0543|1
ALB|1|weather_delay|56.0|2
ALB|1|carrier_delay|38.3026|3
ALB|2|weather_delay|72.6|1
ALB|2|late_aircraft_delay|61.3778|2
ALB|2|carrier_delay|47.4286|3
ALB|3|weather_delay|255.0833|1
ALB|3|late_aircraft_delay|56.7304|2
ALB|3|nas_delay|35.8158|3
ALB|4|weather_delay|119.5|1
ALB|4|carrier_delay|95.5513|2
ALB|4|late_aircraft_delay|64.4815|3
ALB|5|weather_delay|110.5714|1
ALB|5|late_aircraft_delay|51.6581|2
ALB|5|nas_delay|37.3516|3
ALB|6|carrier_delay|64.9397|1
ALB|6|weather_delay|58.9444|2
ALB|6|late_aircraft_delay|53.678|3
ALB|7|late_aircraft_delay|76.9341|1
ALB|7|weather_delay|50.0|2
ALB|7|carrier_delay|48.3833|3
ALB|8|weather_delay|88.5|1
ALB|8|carrier_delay|58.2867|2
ALB|8|late_aircraft_delay|49.4|3
ALB|9|carrier_delay|55.0|1
ALB|9|late_aircraft_delay|46.8788|2
ALB|9|weather_delay|46.5|3
ALB|10|carrier_delay|62.7705|1
ALB|10|weather_delay|58.0|2
ALB|10|late_aircraft_delay|49.3913|3
ALB|11|carrier_delay|63.2157|1
ALB|11|late_aircraft_delay|52.6939|2
ALB|11|nas_delay|24.8421|3
ALB|12|weather_delay|85.2083|1
ALB|12|late_aircraft_delay|79.325|2
ALB|12|carrier_delay|73.6279|3
ALW|1|weather_delay|195.0|1
ALW|1|late_aircraft_delay|83.0|2
ALW|1|carrier_delay|37.25|3
ALW|2|late_aircraft_delay|77.0|1
ALW|2|nas_delay|21.7778|2
ALW|3|weather_delay|63.0|1
ALW|3|late_aircraft_delay|44.0|2
ALW|3|carrier_delay|17.0|3
ALW|3|nas_delay|17.0|3
ALW|4|late_aircraft_delay|74.0|1
ALW|4|carrier_delay|17.0|2
ALW|5|late_aircraft_delay|29.0|1
ALW|5|carrier_delay|15.0|2
ALW|5|nas_delay|4.5|3
ALW|6|carrier_delay|99.0|1
ALW|6|late_aircraft_delay|51.0|2
ALW|6|nas_delay|17.0|3
ALW|7|carrier_delay|29.0|1
ALW|7|late_aircraft_delay|20.2222|2
ALW|7|nas_delay|9.25|3
ALW|8|late_aircraft_delay|34.6364|1
ALW|8|carrier_delay|18.0|2
ALW|8|nas_delay|11.7778|3
ALW|9|carrier_delay|90.0|1
ALW|9|late_aircraft_delay|31.0|2
ALW|9|nas_delay|15.125|3
AMA|1|late_aircraft_delay|68.4|1
AMA|1|carrier_delay|68.2759|2
AMA|1|weather_delay|59.8333|3
AMA|2|weather_delay|66.5|1
AMA|2|late_aircraft_delay|38.4286|2
AMA|2|carrier_delay|25.8636|3
AMA|3|carrier_delay|69.9565|1
AMA|3|late_aircraft_delay|57.1765|2
AMA|3|weather_delay|29.8333|3
AMA|4|weather_delay|76.0|1
AMA|4|late_aircraft_delay|65.5455|2
AMA|4|nas_delay|47.9677|3
AMA|5|weather_delay|137.8|1
AMA|5|late_aircraft_delay|59.3966|2
AMA|5|carrier_delay|40.875|3
AMA|6|weather_delay|118.7857|1
AMA|6|late_aircraft_delay|67.7414|2
AMA|6|carrier_delay|46.8261|3
AMA|7|carrier_delay|53.413|1
AMA|7|late_aircraft_delay|42.0972|2
AMA|7|weather_delay|36.75|3
AMA|8|carrier_delay|90.2941|1
AMA|8|weather_delay|42.0|2
AMA|8|security_delay|38.0|3
AMA|9|carrier_delay|66.4|1
AMA|9|weather_delay|61.0|2
AMA|9|late_aircraft_delay|40.6757|3
AMA|10|late_aircraft_delay|55.5143|1
AMA|10|carrier_delay|45.7333|2
AMA|10|nas_delay|26.75|3
AMA|11|carrier_delay|60.2069|1
AMA|11|late_aircraft_delay|52.16|2
AMA|11|weather_delay|41.2|3
AMA|12|weather_delay|134.6|1
AMA|12|late_aircraft_delay|77.0882|2
AMA|12|carrier_delay|43.0294|3
ANC|1|weather_delay|68.9667|1
ANC|1|late_aircraft_delay|65.5|2
ANC|1|carrier_delay|62.3491|3
ANC|2|carrier_delay|117.1379|1
ANC|2|late_aircraft_delay|61.3958|2
ANC|2|weather_delay|33.6923|3
ANC|3|weather_delay|102.5556|1
ANC|3|carrier_delay|65.8922|2
ANC|3|late_aircraft_delay|55.0673|3
ANC|4|weather_delay|58.5385|1
ANC|4|carrier_delay|53.3409|2
ANC|4|late_aircraft_delay|44.5918|3
ANC|5|carrier_delay|64.59|1
ANC|5|late_aircraft_delay|38.9541|2
ANC|5|weather_delay|37.6667|3
ANC|6|late_aircraft_delay|49.9028|1
ANC|6|carrier_delay|43.5889|2
ANC|6|weather_delay|30.0|3
ANC|7|carrier_delay|50.2422|1
ANC|7|late_aircraft_delay|38.1941|2
ANC|7|weather_delay|19.3333|3
ANC|8|carrier_delay|50.8899|1
ANC|8|late_aircraft_delay|48.7108|2
ANC|8|weather_delay|39.0|3
ANC|9|carrier_delay|58.6531|1
ANC|9|weather_delay|51.6|2
ANC|9|late_aircraft_delay|39.4231|3
ANC|10|weather_delay|88.3438|1
ANC|10|carrier_delay|76.5972|2
ANC|10|late_aircraft_delay|41.1964|3
ANC|11|weather_delay|43.5|1
ANC|11|carrier_delay|39.0938|2
ANC|11|late_aircraft_delay|37.4898|3
ANC|12|late_aircraft_delay|79.5294|1
ANC|12|carrier_delay|39.2651|2
ANC|12|weather_delay|33.2857|3
APN|1|carrier_delay|169.0|1
APN|1|nas_delay|76.25|2
APN|1|weather_delay|53.6667|3
APN|2|carrier_delay|102.5|1
APN|2|weather_delay|80.25|2
APN|2|nas_delay|27.5|3
APN|3|weather_delay|418.5|1
APN|3|carrier_delay|147.0|2
APN|3|security_delay|12.0|3
APN|4|weather_delay|267.5|1
APN|4|carrier_delay|130.25|2
APN|4|nas_delay|6.0|3
APN|5|weather_delay|171.25|1
APN|5|carrier_delay|31.5|2
APN|5|nas_delay|9.0|3
APN|6|weather_delay|269.6667|1
APN|6|carrier_delay|143.9|2
APN|6|nas_delay|11.0|3
APN|7|carrier_delay|99.7778|1
APN|7|weather_delay|81.0|2
APN|7|security_delay|23.0|3
APN|8|carrier_delay|119.8889|1
APN|8|weather_delay|75.0|2
APN|8|nas_delay|44.0|3
APN|9|carrier_delay|99.0|1
APN|9|weather_delay|93.6667|2
APN|9|nas_delay|2.0|3
APN|10|carrier_delay|168.0|1
APN|10|nas_delay|75.0|2
APN|11|carrier_delay|61.75|1
APN|11|nas_delay|8.6|2
APN|12|carrier_delay|98.0|1
APN|12|weather_delay|28.0|2
APN|12|nas_delay|13.6667|3
ASE|1|carrier_delay|120.7703|1
ASE|1|weather_delay|98.3438|2
ASE|1|late_aircraft_delay|81.5638|3
ASE|2|weather_delay|126.303|1
ASE|2|carrier_delay|79.2159|2
ASE|2|late_aircraft_delay|75.5059|3
ASE|3|weather_delay|102.6577|1
ASE|3|late_aircraft_delay|92.8911|2
ASE|3|carrier_delay|90.5213|3
ASE|4|weather_delay|129.9474|1
ASE|4|security_delay|94.5|2
ASE|4|carrier_delay|88.0328|3
ASE|5|late_aircraft_delay|132.9286|1
ASE|5|weather_delay|107.7692|2
ASE|5|carrier_delay|88.2759|3
ASE|6|late_aircraft_delay|124.8571|1
ASE|6|weather_delay|77.25|2
ASE|6|carrier_delay|67.6543|3
ASE|7|weather_delay|139.9737|1
ASE|7|late_aircraft_delay|91.8571|2
ASE|7|carrier_delay|51.6714|3
ASE|8|late_aircraft_delay|85.8113|1
ASE|8|weather_delay|73.1818|2
ASE|8|carrier_delay|67.8523|3
ASE|9|late_aircraft_delay|105.6|1
ASE|9|weather_delay|87.4688|2
ASE|9|carrier_delay|71.0429|3
ASE|10|weather_delay|110.2|1
ASE|10|carrier_delay|67.1207|2
ASE|10|late_aircraft_delay|52.5556|3
ASE|11|late_aircraft_delay|139.0625|1
ASE|11|weather_delay|95.9167|2
ASE|11|carrier_delay|54.525|3
ASE|12|weather_delay|147.1017|1
ASE|12|carrier_delay|127.6986|2
ASE|12|late_aircraft_delay|107.5606|3
ATL|1|weather_delay|112.5337|1
ATL|1|late_aircraft_delay|50.4357|2
ATL|1|carrier_delay|42.4528|3
ATL|2|weather_delay|83.6508|1
ATL|2|carrier_delay|40.5884|2
ATL|2|late_aircraft_delay|40.112|3
ATL|3|weather_delay|90.046|1
ATL|3|late_aircraft_delay|41.4059|2
ATL|3|carrier_delay|39.6747|3
ATL|4|weather_delay|84.6018|1
ATL|4|late_aircraft_delay|42.9413|2
ATL|4|carrier_delay|40.909|3
ATL|5|weather_delay|65.372|1
ATL|5|late_aircraft_delay|53.2244|2
ATL|5|carrier_delay|38.3795|3
ATL|6|weather_delay|49.8267|1
ATL|6|late_aircraft_delay|44.6727|2
ATL|6|carrier_delay|43.4058|3
ATL|7|carrier_delay|69.7816|1
ATL|7|late_aircraft_delay|56.9938|2
ATL|7|weather_delay|45.072|3
ATL|8|weather_delay|59.2099|1
ATL|8|late_aircraft_delay|47.9051|2
ATL|8|carrier_delay|47.2371|3
ATL|9|weather_delay|63.8179|1
ATL|9|late_aircraft_delay|46.5621|2
ATL|9|carrier_delay|44.6897|3
ATL|10|weather_delay|81.9545|1
ATL|10|carrier_delay|40.9239|2
ATL|10|late_aircraft_delay|40.1006|3
ATL|11|weather_delay|77.1|1
ATL|11|late_aircraft_delay|38.7009|2
ATL|11|carrier_delay|37.8451|3
ATL|12|weather_delay|110.0851|1
ATL|12|late_aircraft_delay|43.0094|2
ATL|12|carrier_delay|40.3487|3
ATW|1|carrier_delay|129.1639|1
ATW|1|weather_delay|99.8621|2
ATW|1|late_aircraft_delay|69.7273|3
ATW|2|weather_delay|276.3571|1
ATW|2|carrier_delay|120.5854|2
ATW|2|late_aircraft_delay|82.0769|3
ATW|3|carrier_delay|139.5122|1
ATW|3|late_aircraft_delay|44.5238|2
ATW|3|nas_delay|33.1064|3
ATW|4|weather_delay|221.5|1
ATW|4|carrier_delay|172.0476|2
ATW|4|late_aircraft_delay|143.35|3
ATW|5|weather_delay|143.2667|1
ATW|5|carrier_delay|89.0789|2
ATW|5|late_aircraft_delay|79.2308|3
ATW|6|late_aircraft_delay|112.0333|1
ATW|6|carrier_delay|106.8971|2
ATW|6|weather_delay|48.7368|3
ATW|7|carrier_delay|55.3103|1
ATW|7|late_aircraft_delay|51.4063|2
