origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
ALB|WN|5226|11.0744|3.3321|0.0088|12.705|-1.6306|6
ALB|DL|2026|13.8357|4.3248|0.0114|12.705|1.1307|7
ALB|OH|1770|15.7008|11.9628|0.0243|12.705|2.9958|8
ALB|B6|1180|18.2781|12.7284|0.0127|12.705|5.5731|9
ALB|AA|2185|18.9441|12.0097|0.0087|12.705|6.2391|10
ALB|G4|871|27.8182|18.9509|0.0149|12.705|15.1132|11
ALW|OO|811|-0.3739|2.1825|0.0271|-0.3739|0.0|1
AMA|WN|2899|6.9858|0.7785|0.0034|9.4355|-2.4497|1
AMA|MQ|3095|7.9604|5.726|0.0126|9.4355|-1.4751|2
AMA|OO|1298|14.0656|11.5727|0.0139|9.4355|4.6301|3
AMA|AA|308|28.1188|27.4653|0.0162|9.4355|18.6833|4
ANC|AS|21258|3.7423|1.0164|0.0139|6.2779|-2.5356|1
ANC|UA|1945|10.8832|-0.2047|0.0201|6.2779|4.6053|2
ANC|DL|3671|12.377|2.4461|0.0068|6.2779|6.0991|3
ANC|AA|758|35.7457|23.2347|0.004|6.2779|29.4678|4
APN|OO|918|17.7784|11.2372|0.0218|17.7784|0.0|1
ASE|OO|11432|26.4845|20.8355|0.035|26.4845|0.0|1
ATL|9E|39880|6.745|2.5639|0.0093|11.1071|-4.3621|1
ATL|AS|2145|8.7062|3.3949|0.0168|11.1071|-2.4009|2
ATL|YX|1832|8.822|6.3144|0.0158|11.1071|-2.2851|3
ATL|DL|336515|9.3314|5.4409|0.0036|11.1071|-1.7757|4
ATL|WN|49800|12.5011|6.3977|0.0055|11.1071|1.394|5
ATL|UA|10957|12.8476|7.3973|0.0148|11.1071|1.7405|6
ATL|MQ|1005|16.7439|14.1602|0.0209|11.1071|5.6368|7
ATL|OH|3792|17.596|13.9599|0.0134|11.1071|6.4889|8
ATL|AA|11581|20.0971|16.0364|0.0131|11.1071|8.99|9
ATL|OO|12313|20.6364|17.2833|0.0075|11.1071|9.5293|10
ATL|NK|15213|20.8169|13.7756|0.0163|11.1071|9.7098|11
ATL|B6|4476|22.5931|17.9521|0.0143|11.1071|11.486|12
ATL|F9|17465|25.3846|20.8628|0.0228|11.1071|14.2775|13
ATW|G4|2028|7.5259|-0.2784|0.0182|15.107|-7.5811|1
ATW|DL|492|8.002|0.5732|0.0081|15.107|-7.105|2
ATW|9E|271|10.3653|8.0889|0.0|15.107|-4.7417|3
ATW|MQ|1117|13.6316|6.7164|0.0134|15.107|-1.4754|4
ATW|OO|5453|19.1033|15.3584|0.0147|15.107|3.9963|5
AUS|YX|173|1.815|-3.3988|0.0|14.5897|-12.7747|1
AUS|OH|34|7.1471|-1.3529|0.0|14.5897|-7.4426|2
AUS|UA|14392|10.3997|4.4533|0.0126|14.5897|-4.19|3
AUS|AS|4221|11.4994|8.4872|0.0244|14.5897|-3.0903|4
AUS|WN|56155|11.8568|5.7002|0.0051|14.5897|-2.7329|5
AUS|MQ|3393|13.8122|11.4794|0.0141|14.5897|-0.7775|6
AUS|DL|16923|14.514|7.3584|0.0053|14.5897|-0.0757|7
AUS|9E|565|15.3162|13.9734|0.0035|14.5897|0.7265|8
AUS|G4|1631|18.787|15.6248|0.0159|14.5897|4.1973|9
AUS|NK|1664|19.2826|11.9383|0.0234|14.5897|4.6929|10
AUS|OO|5516|21.6908|17.0371|0.0033|14.5897|7.1011|11
AUS|AA|20647|21.6956|18.2041|0.0109|14.5897|7.1059|12
AUS|HA|248|22.6098|27.687|0.0081|14.5897|8.0201|13
AUS|F9|1043|25.3424|20.9678|0.0173|14.5897|10.7527|14
AUS|B6|1183|31.147|22.0978|0.011|14.5897|16.5573|15
AVL|YX|1698|7.6115|1.4507|0.0377|15.937|-8.3255|1
AVL|UA|281|10.5572|5.3246|0.0356|15.937|-5.3798|2
AVL|OH|3050|10.8839|10.1989|0.0203|15.937|-5.0531|3
AVL|9E|984|12.108|3.6159|0.0213|15.937|-3.829|4
AVL|DL|3307|12.5792|3.8394|0.0127|15.937|-3.3578|5
AVL|OO|1085|15.8251|13.0459|0.0304|15.937|-0.1119|6
AVL|G4|4931|17.9615|14.644|0.0312|15.937|2.0245|7
AVL|MQ|1779|22.4363|19.8152|0.0264|15.937|6.4993|8
AVL|B6|122|25.2231|23.958|0.0082|15.937|9.2861|9
AVL|AA|722|49.2886|43.2279|0.0499|15.937|33.3516|10
AVP|MQ|702|15.3922|11.4826|0.01|17.8345|-2.4423|1
AVP|OH|352|16.4928|2.4913|0.0142|17.8345|-1.3417|2
AVP|AA|1237|17.3688|11.6917|0.0113|17.8345|-0.4657|3
AVP|OO|63|63.4167|52.45|0.0476|17.8345|45.5822|4
AZA|G4|8796|4.5784|-0.8023|0.0066|4.5784|0.0|1
AZO|9E|28|6.0714|0.5|0.0|11.1338|-5.0624|1
AZO|OO|1464|11.232|5.7327|0.0137|11.1338|0.0982|2
BDL|YX|747|-1.4497|-7.4939|0.0027|12.4229|-13.8726|1
BDL|MQ|862|4.8138|1.6756|0.0093|12.4229|-7.6091|2
BDL|UA|3261|6.424|2.1041|0.0123|12.4229|-5.9989|3
BDL|DL|5981|7.8867|0.2181|0.004|12.4229|-4.5362|4
BDL|9E|528|8.4583|2.7529|0.0265|12.4229|-3.9646|5
BDL|NK|868|10.0478|6.5781|0.015|12.4229|-2.3751|6
BDL|WN|6177|10.7869|2.8505|0.0058|12.4229|-1.636|7
BDL|B6|5037|14.9948|7.6416|0.0105|12.4229|2.5719|8
BDL|AA|5979|15.3598|10.0757|0.0154|12.4229|2.9369|9
BDL|OH|2248|16.7519|11.4523|0.0191|12.4229|4.329|10
BDL|OO|104|23.8235|24.5294|0.0192|12.4229|11.4006|11
BDL|F9|1541|36.7073|31.6251|0.0247|12.4229|24.2844|12
BET|AS|1086|8.2688|11.9758|0.0101|8.2688|0.0|1
BFF|OO|927|11.6033|10.5456|0.0291|11.6033|0.0|1
BFL|MQ|496|1.804|-3.899|0.002|8.001|-6.197|1
BFL|OO|2102|4.7931|-1.6393|0.0043|8.001|-3.2079|2
BFL|AA|1388|15.1046|10.7454|0.0094|8.001|7.1036|3
BGM|9E|565|15.9655|10.2938|0.0283|15.9655|0.0|1
BGR|9E|1895|2.8511|-6.1833|0.0327|12.3091|-9.458|1
BGR|OH|1233|9.2744|-1.2347|0.0284|12.3091|-3.0347|2
BGR|YX|1533|10.9358|4.082|0.0346|12.3091|-1.3733|3
BGR|MQ|367|10.9807|10.1464|0.0136|12.3091|-1.3284|4
BGR|G4|794|20.1636|4.9701|0.0302|12.3091|7.8545|5
BGR|OO|250|21.7339|20.9516|0.008|12.3091|9.4248|6
BGR|AA|888|29.5514|28.5901|0.0158|12.3091|17.2423|7
BHM|UA|4|-4.25|-11.5|0.0|11.1935|-15.4435|1
BHM|YX|588|-1.7221|-4.0825|0.0085|11.1935|-12.9156|2
BHM|DL|4315|5.8896|0.7229|0.0028|11.1935|-5.3039|3
BHM|9E|1632|6.608|-0.9917|0.0374|11.1935|-4.5855|4
BHM|MQ|3666|9.9777|6.4342|0.0106|11.1935|-1.2158|5
BHM|NK|110|12.0364|13.8727|0.0|11.1935|0.8429|6
BHM|WN|6411|12.1131|7.1671|0.0069|11.1935|0.9196|7
BHM|OO|2430|13.8302|9.7744|0.0066|11.1935|2.6367|8
BHM|OH|5917|14.8809|10.896|0.0142|11.1935|3.6874|9
BHM|AA|571|25.7815|23.9552|0.0158|11.1935|14.588|10
BIH|OO|408|17.4495|6.9086|0.0784|17.4495|0.0|1
BIL|UA|1083|1.4657|-1.631|0.0055|6.5928|-5.1271|1
BIL|OO|1995|1.9359|-0.9465|0.007|6.5928|-4.6569|2
BIL|DL|1186|5.6903|3.0|0.0126|6.5928|-0.9025|3
BIL|MQ|1370|13.3658|11.1844|0.0044|6.5928|6.773|4
BIL|G4|560|18.5628|17.796|0.0196|6.5928|11.97|5
BIS|9E|16|3.8125|21.0625|0.0|10.8965|-7.084|1
BIS|DL|939|4.1585|-2.6745|0.0053|10.8965|-6.738|2
BIS|MQ|907|9.6917|6.667|0.0022|10.8965|-1.2048|3
BIS|G4|819|10.0198|0.0099|0.0134|10.8965|-0.8767|4
BIS|OO|3288|13.4135|7.4573|0.0085|10.8965|2.517|5
BJI|OO|1137|17.8085|12.008|0.0079|17.8085|0.0|1
BLI|G4|1442|0.7645|-3.5105|0.0049|6.4595|-5.695|1
BLI|WN|924|8.463|1.3016|0.0065|6.4595|2.0035|2
BLI|OO|1403|11.0093|12.1207|0.0078|6.4595|4.5498|3
BLV|G4|1655|20.2401|14.0646|0.0236|20.2401|0.0|1
BMI|MQ|1086|7.5388|1.6329|0.0157|10.6363|-3.0975|1
BMI|9E|1058|8.2655|1.5335|0.0104|10.6363|-2.3708|2
BMI|F9|94|9.011|15.989|0.0319|10.6363|-1.6253|3
BMI|G4|350|28.0088|24.7164|0.0229|10.6363|17.3725|4
BNA|YX|8480|3.0527|0.4451|0.0086|11.4882|-8.4355|1
BNA|DL|12549|4.4268|-1.6977|0.0055|11.4882|-7.0614|2
BNA|AS|1790|8.2355|-1.1807|0.0078|11.4882|-3.2527|3
BNA|G4|4489|10.6813|5.0374|0.0138|11.4882|-0.8069|4
BNA|WN|76346|11.0471|3.8155|0.006|11.4882|-0.4411|5
BNA|UA|9352|11.623|6.7496|0.0135|11.4882|0.1348|6
BNA|MQ|3886|12.2925|9.8718|0.0203|11.4882|0.8043|7
BNA|OH|3570|12.7742|10.3064|0.0126|11.4882|1.286|8
BNA|OO|6158|13.9656|9.7758|0.0127|11.4882|2.4774|9
BNA|B6|1988|15.0577|8.5325|0.0156|11.4882|3.5695|10
BNA|F9|1161|16.7441|16.3154|0.0207|11.4882|5.2559|11
BNA|NK|5695|18.4202|9.5007|0.0274|11.4882|6.932|12
BNA|9E|1748|19.8557|16.4506|0.0286|11.4882|8.3675|13
BNA|AA|12445|20.6586|18.5872|0.0153|11.4882|9.1704|14
BOI|OO|16871|5.0229|3.1383|0.0028|6.7278|-1.7049|1
BOI|AS|909|5.1217|4.2887|0.0055|6.7278|-1.6061|2
BOI|UA|1985|6.2948|1.361|0.0207|6.7278|-0.433|3
BOI|MQ|394|6.3571|2.8878|0.0051|6.7278|-0.3707|4
BOI|WN|7116|6.7261|0.2931|0.003|6.7278|-0.0017|5
BOI|NK|825|8.2475|3.947|0.0158|6.7278|1.5197|6
BOI|DL|4077|9.0728|3.481|0.0061|6.7278|2.345|7
BOI|AA|1328|11.9112|6.3684|0.0158|6.7278|5.1834|8
BOI|G4|522|32.9769|31.5588|0.0057|6.7278|26.2491|9
BOS|9E|13|-3.8333|-18.5|0.0769|12.0407|-15.874|1
BOS|YX|39437|4.049|-1.2176|0.011|12.0407|-7.9917|2
BOS|G4|763|4.1703|-3.3014|0.0301|12.0407|-7.8704|3
BOS|UA|18546|10.1088|2.2665|0.0134|12.0407|-1.9319|4
BOS|AS|3885|11.344|4.4405|0.0162|12.0407|-0.6967|5
BOS|DL|38406|12.3463|2.5108|0.0072|12.0407|0.3056|6
BOS|WN|9962|13.1468|3.3969|0.0071|12.0407|1.1061|7
BOS|OO|3|13.3333|20.6667|0.0|12.0407|1.2926|8
BOS|MQ|2919|13.5274|5.7103|0.0158|12.0407|1.4867|9
BOS|AA|25600|14.1911|3.9884|0.0094|12.0407|2.1504|10
BOS|B6|61552|14.6777|7.649|0.0109|12.0407|2.637|11
BOS|HA|322|14.7219|12.7116|0.0093|12.0407|2.6812|12
BOS|F9|2251|18.4861|14.4153|0.0249|12.0407|6.4454|13
BOS|NK|10569|21.7076|12.9244|0.0318|12.0407|9.6669|14
BPT|OO|814|5.6888|0.6275|0.0172|9.2069|-3.5181|1
BPT|MQ|299|18.6835|14.5034|0.0167|9.2069|9.4766|2
BQK|9E|223|15.0538|16.6951|0.0|15.2692|-0.2154|1
BQK|OO|1003|15.3173|16.986|0.004|15.2692|0.0481|2
BQN|B6|2315|15.4371|11.3094|0.0147|17.3488|-1.9117|1
BQN|F9|730|18.0387|6.7279|0.0082|17.3488|0.6899|2
BQN|UA|537|24.7881|15.9189|0.0335|17.3488|7.4393|3
BRD|OO|985|5.5005|-0.1509|0.0041|5.5005|0.0|1
BRO|MQ|1835|5.9795|4.0022|0.0158|9.9685|-3.989|1
BRO|OO|1072|16.8491|12.9453|0.0233|9.9685|6.8806|2
BRW|AS|562|10.6112|12.2697|0.0498|10.6112|0.0|1
BTM|OO|1027|-5.1967|-14.2084|0.0|-5.1967|0.0|1
BTR|9E|739|8.8935|4.7371|0.0217|13.3829|-4.4894|1
BTR|DL|1369|8.9816|1.8303|0.0058|13.3829|-4.4013|2
BTR|MQ|1488|13.9829|11.4588|0.0181|13.3829|0.6|3
BTR|OH|2887|15.5733|11.5679|0.0152|13.3829|2.1904|4
BTR|OO|873|15.8257|11.4852|0.0275|13.3829|2.4428|5
BTR|UA|4|24.0|24.0|0.0|13.3829|10.6171|6
BTV|F9|17|0.4118|-6.8824|0.0|9.5037|-9.0919|1
BTV|YX|2467|2.8398|-5.7642|0.0211|9.5037|-6.6639|2
BTV|B6|8|6.625|1.375|0.0|9.5037|-2.8787|3
BTV|UA|1630|7.5275|5.9002|0.0178|9.5037|-1.9762|4
BTV|DL|708|8.116|-0.0619|0.0169|9.5037|-1.3877|5
BTV|MQ|521|9.1429|10.3366|0.0192|9.5037|-0.3608|6
BTV|9E|2694|10.1943|2.11|0.0308|9.5037|0.6906|7
BTV|OO|356|11.264|6.0787|0.0|9.5037|1.7603|8
BTV|OH|2651|13.4902|8.4908|0.017|9.5037|3.9865|9
BTV|AA|1047|16.9778|11.6609|0.0143|9.5037|7.4741|10
BTV|G4|2|38.0|15.0|0.5|9.5037|28.4963|11
BUF|YX|4166|5.4552|0.6934|0.0314|10.7162|-5.261|1
BUF|MQ|733|7.3398|3.5138|0.0082|10.7162|-3.3764|2
BUF|9E|2895|8.8263|0.5286|0.0263|10.7162|-1.8899|3
BUF|WN|7950|9.5975|2.0748|0.0125|10.7162|-1.1187|4
BUF|DL|3178|9.9813|2.0328|0.0098|10.7162|-0.7349|5
BUF|B6|5146|10.1046|5.4607|0.0179|10.7162|-0.6116|6
BUF|UA|1489|10.8452|9.1224|0.0201|10.7162|0.129|7
BUF|AA|3248|15.4418|12.6152|0.0105|10.7162|4.7256|8
BUF|OO|1224|15.5669|8.9147|0.0229|10.7162|4.8507|9
BUF|F9|1740|17.5138|11.4318|0.042|10.7162|6.7976|10
BUF|OH|1353|18.8197|18.058|0.0251|10.7162|8.1035|11
BUR|MQ|68|3.2941|-5.6029|0.0|9.3605|-6.0664|1
BUR|AS|3331|3.9203|2.8063|0.018|9.3605|-5.4402|2
BUR|F9|102|7.1078|11.2157|0.0|9.3605|-2.2527|3
BUR|WN|27765|7.6304|0.4767|0.0088|9.3605|-1.7301|4
BUR|OO|6181|12.1384|10.1073|0.0066|9.3605|2.7779|5
BUR|UA|2436|13.0701|9.7873|0.0156|9.3605|3.7096|6
BUR|AA|1868|13.4247|8.8382|0.0118|9.3605|4.0642|7
BUR|NK|2916|13.6454|10.7247|0.0171|9.3605|4.2849|8
BUR|DL|662|20.0912|13.923|0.006|9.3605|10.7307|9
BUR|B6|439|40.2163|35.4807|0.0205|9.3605|30.8558|10
BWI|OO|13|-5.4615|-12.0|0.0|15.26|-20.7215|1
BWI|MQ|835|3.2881|-3.9381|0.0108|15.26|-11.9719|2
BWI|OH|42|5.8095|5.4048|0.0|15.26|-9.4505|3
BWI|UA|5442|6.3423|0.1315|0.018|15.26|-8.9177|4
BWI|YX|1386|7.1311|1.8846|0.0123|15.26|-8.1289|5
BWI|B6|359|7.3239|3.7898|0.0195|15.26|-7.9361|6
BWI|DL|7823|9.3546|1.8307|0.0045|15.26|-5.9054|7
BWI|AA|5611|14.711|7.7031|0.0162|15.26|-0.549|8
BWI|WN|109253|15.8421|8.4135|0.0065|15.26|0.5821|9
BWI|AS|899|15.8519|10.7803|0.0267|15.26|0.5919|10
BWI|NK|10169|15.8547|8.1915|0.0157|15.26|0.5947|11
BWI|9E|722|17.8341|9.351|0.0568|15.26|2.5741|12
BWI|F9|4370|26.2362|23.2595|0.0355|15.26|10.9762|13
BWI|G4|220|31.2558|25.7302|0.0227|15.26|15.9958|14
BZN|MQ|104|4.2115|-1.9519|0.0|10.3866|-6.1751|1
BZN|AS|960|5.8681|7.0899|0.0125|10.3866|-4.5185|2
BZN|OO|3037|6.15|2.103|0.0056|10.3866|-4.2366|3
BZN|DL|2674|7.0266|1.8338|0.0034|10.3866|-3.36|4
BZN|WN|2994|8.369|2.0966|0.0033|10.3866|-2.0176|5
BZN|UA|3349|12.2155|6.9838|0.0143|10.3866|1.8289|6
BZN|G4|550|13.2968|7.7477|0.02|10.3866|2.9102|7
BZN|AA|1343|25.5034|22.9016|0.003|10.3866|15.1168|8
BZN|B6|205|34.3218|31.2727|0.0146|10.3866|23.9352|9
CAE|DL|2310|4.331|-3.8535|0.0035|9.0992|-4.7682|1
CAE|OO|1087|4.6645|3.0829|0.0046|9.0992|-4.4347|2
CAE|MQ|89|5.8202|2.7045|0.0|9.0992|-3.279|3
CAE|9E|1863|6.7609|1.0033|0.0166|9.0992|-2.3383|4
CAE|OH|3383|8.8723|7.7712|0.0095|9.0992|-0.2269|5
CAE|YX|505|13.8657|11.0042|0.0455|9.0992|4.7665|6
CAE|AA|1026|27.9599|24.5379|0.0283|9.0992|18.8607|7
CAK|OH|2431|9.6285|6.3688|0.007|13.6629|-4.0344|1
CAK|G4|1150|14.3528|8.0771|0.0165|13.6629|0.6899|2
CAK|OO|1641|19.2038|16.9641|0.0134|13.6629|5.5409|3
CDC|OO|956|3.5289|-2.5626|0.0052|3.5289|0.0|1
CDV|AS|1120|-0.2568|-0.8121|0.0161|-0.2568|0.0|1
CHA|YX|209|2.9569|-0.5455|0.0|11.6822|-8.7253|1
CHA|DL|1847|8.1215|-0.3339|0.006|11.6822|-3.5607|2
CHA|9E|2221|8.6336|2.6367|0.0045|11.6822|-3.0486|3
CHA|OH|2227|12.2492|8.3567|0.0108|11.6822|0.567|4
CHA|OO|1387|12.8279|11.7107|0.0115|11.6822|1.1457|5
CHA|MQ|1826|16.03|12.0|0.0137|11.6822|4.3478|6
CHA|G4|426|22.5134|17.927|0.0352|11.6822|10.8312|7
CHO|OH|87|-3.5632|-2.8851|0.0|10.1088|-13.672|1
CHO|DL|375|9.0213|-2.0027|0.0|10.1088|-1.0875|2
CHO|9E|2656|9.197|1.9219|0.026|10.1088|-0.9118|3
CHO|YX|681|9.4207|9.97|0.0206|10.1088|-0.6881|4
CHO|OO|954|14.8591|15.2106|0.0252|10.1088|4.7503|5
CHS|AS|511|4.2773|-1.2418|0.0333|11.0322|-6.7549|1
CHS|YX|3431|4.6664|-0.3152|0.0122|11.0322|-6.3658|2
CHS|WN|5292|7.7836|2.5386|0.0049|11.0322|-3.2486|3
CHS|OH|2650|7.9337|5.5637|0.0151|11.0322|-3.0985|4
CHS|UA|3289|8.5427|3.7037|0.0143|11.0322|-2.4895|5
CHS|MQ|1354|8.8323|4.4474|0.0133|11.0322|-2.1999|6
CHS|DL|5836|10.1735|4.5774|0.0053|11.0322|-0.8587|7
CHS|9E|2972|10.6583|3.9786|0.0373|11.0322|-0.3739|8
CHS|G4|294|12.8561|11.7825|0.0306|11.0322|1.8239|9
CHS|OO|541|14.9439|12.6654|0.0111|11.0322|3.9117|10
CHS|AA|7309|15.7384|12.6759|0.0159|11.0322|4.7062|11
CHS|B6|2750|16.0977|11.3554|0.0171|11.0322|5.0655|12
CHS|F9|252|17.8577|13.6057|0.0238|11.0322|6.8255|13
CHS|NK|1965|19.077|12.8926|0.0305|11.0322|8.0448|14
CID|9E|243|0.7942|-2.7572|0.0|14.3725|-13.5783|1
CID|YX|224|2.338|-6.77|0.0491|14.3725|-12.0345|2
CID|MQ|1779|7.8694|5.562|0.023|14.3725|-6.5031|3
CID|UA|1725|8.6635|5.8796|0.0174|14.3725|-5.709|4
CID|OH|1014|9.3713|4.3569|0.0316|14.3725|-5.0012|5
CID|F9|407|9.8872|7.8615|0.0246|14.3725|-4.4853|6
CID|G4|1466|11.4359|5.1918|0.0205|14.3725|-2.9366|7
CID|OO|2867|16.3084|14.3133|0.0171|14.3725|1.9359|8
CID|DL|565|16.8795|11.5397|0.0159|14.3725|2.507|9
CID|AA|1907|31.135|25.6016|0.0325|14.3725|16.7625|10
CIU|OO|1084|23.8618|18.5178|0.012|23.8618|0.0|1
CKB|G4|293|52.7596|51.4878|0.0205|52.7596|0.0|1
CLE|AS|701|3.9187|0.8084|0.0171|10.3874|-6.4687|1
CLE|UA|12861|4.2269|-2.345|0.0117|10.3874|-6.1605|2
CLE|YX|6584|5.0057|-0.5709|0.0193|10.3874|-5.3817|3
CLE|WN|7494|7.9315|0.6958|0.0068|10.3874|-2.4559|4
CLE|OH|2239|9.4443|7.1452|0.0138|10.3874|-0.9431|5
CLE|DL|4694|10.2318|0.2612|0.0036|10.3874|-0.1556|6
CLE|MQ|899|10.4646|3.8076|0.0089|10.3874|0.0772|7
CLE|B6|1245|10.6|7.2418|0.0161|10.3874|0.2126|8
CLE|OO|2512|12.5905|6.1699|0.0076|10.3874|2.2031|9
CLE|NK|1509|12.9276|5.0034|0.0212|10.3874|2.5402|10
CLE|AA|7039|13.3986|9.5442|0.0155|10.3874|3.0112|11
CLE|9E|3753|13.9869|6.2645|0.0248|10.3874|3.5995|12
CLE|F9|10007|20.1086|14.1161|0.0252|10.3874|9.7212|13
CLL|MQ|1229|11.0422|6.4667|0.0195|13.6215|-2.5793|1
CLL|OO|421|21.2396|20.0489|0.0285|13.6215|7.6181|2
CLT|YX|3949|8.3509|3.6304|0.0122|18.3887|-10.0378|1
CLT|DL|9288|10.5589|1.883|0.003|18.3887|-7.8298|2
CLT|OH|84547|12.4797|8.2214|0.0092|18.3887|-5.909|3
CLT|UA|6027|12.6075|9.3227|0.0146|18.3887|-5.7812|4
CLT|9E|4626|14.1837|8.6469|0.0275|18.3887|-4.205|5
CLT|MQ|9181|15.5131|11.661|0.0136|18.3887|-2.8756|6
CLT|WN|4935|17.8547|11.4056|0.0028|18.3887|-0.534|7
CLT|OO|89|18.7079|7.8652|0.0|18.3887|0.3192|8
CLT|B6|794|19.5623|11.677|0.0189|18.3887|1.1736|9
CLT|AA|188831|21.604|17.0476|0.0097|18.3887|3.2153|10
CLT|NK|7311|22.8047|16.9143|0.0267|18.3887|4.416|11
CLT|F9|5017|29.6947|32.0371|0.0313|18.3887|11.306|12
CMH|YX|17130|1.4027|-4.2482|0.009|8.6907|-7.288|1
CMH|DL|4914|6.0932|-1.4963|0.0041|8.6907|-2.5975|2
CMH|AS|697|7.9635|-0.5762|0.0187|8.6907|-0.7272|3
CMH|WN|17778|9.5404|2.225|0.0076|8.6907|0.8497|4
CMH|9E|376|10.0827|1.492|0.0027|8.6907|1.392|5
CMH|MQ|4688|10.8343|6.0663|0.0062|8.6907|2.1436|6
CMH|NK|3764|13.3277|3.9747|0.0191|8.6907|4.637|7
CMH|OO|1987|13.3828|6.1755|0.002|8.6907|4.6921|8
CMH|UA|3984|13.9095|10.7792|0.0133|8.6907|5.2188|9
CMH|OH|1997|13.9636|8.8437|0.01|8.6907|5.2729|10
CMH|F9|381|16.1452|12.957|0.0236|8.6907|7.4545|11
CMH|AA|5295|18.5303|13.7501|0.0155|8.6907|9.8396|12
CMI|MQ|2050|16.1633|8.8797|0.0117|16.1633|0.0|1
CMX|OO|1069|21.706|20.3098|0.0327|21.706|0.0|1
CNY|OO|51|15.2766|7.4255|0.0784|15.2766|0.0|1
COD|OO|937|16.7358|9.6177|0.0064|16.7358|0.0|1
COS|UA|1110|7.8868|4.4401|0.0207|10.5636|-2.6768|1
COS|OO|7364|8.9573|2.2067|0.0073|10.5636|-1.6063|2
COS|WN|7352|9.6347|3.92|0.0042|10.5636|-0.9289|3
COS|DL|820|14.8454|9.3255|0.0061|10.5636|4.2818|4
COS|MQ|539|16.7435|14.9405|0.0019|10.5636|6.1799|5
COS|AA|1615|19.7932|19.1006|0.018|10.5636|9.2296|6
COU|MQ|2512|12.0101|9.4634|0.0187|13.3401|-1.33|1
COU|OO|145|36.4366|29.3944|0.0207|13.3401|23.0965|2
CPR|OO|2733|7.1864|-1.8597|0.0048|7.1864|0.0|1
CRP|OO|398|6.9235|3.6964|0.0151|9.6934|-2.7699|1
CRP|MQ|3644|9.6127|8.2548|0.0088|9.6934|-0.0807|2
