origin|month|delay_band|num_flights|avg_dep|avg_arr|top_cause_1|top_cause_2|top_cause_3
ABI|8|low|192|-6.24|-9.15|late_aircraft|nas|carrier
ABI|8|medium|14|28.43|24.07|late_aircraft|nas|carrier
ABI|9|high|13|121.69|112.92|carrier|late_aircraft|weather
ABI|9|low|177|-5.45|-7.75|carrier|late_aircraft|weather
ABI|9|medium|20|28.55|24.45|carrier|late_aircraft|weather
ABI|10|high|8|157.75|148.0|carrier|late_aircraft|nas
ABI|10|low|206|-5.66|-11.97|carrier|late_aircraft|nas
ABI|10|medium|6|32.0|31.0|carrier|late_aircraft|nas
ABI|11|high|12|113.0|112.75|weather|carrier|late_aircraft
ABI|11|low|187|-4.56|-8.93|weather|carrier|late_aircraft
ABI|11|medium|13|31.85|26.69|weather|carrier|late_aircraft
ABI|12|high|21|112.81|119.48|late_aircraft|carrier|weather
ABI|12|low|204|-4.04|-5.25|late_aircraft|carrier|weather
ABI|12|medium|10|29.2|22.2|late_aircraft|carrier|weather
ABQ|1|high|162|137.03|132.9|late_aircraft|weather|carrier
ABQ|1|low|2205|-3.22|-8.47|late_aircraft|weather|carrier
ABQ|1|medium|313|30.74|26.23|late_aircraft|weather|carrier
ABQ|2|high|94|163.66|166.11|weather|late_aircraft|carrier
ABQ|2|low|2048|-2.86|-8.27|weather|late_aircraft|carrier
ABQ|2|medium|236|31.55|28.73|weather|late_aircraft|carrier
ABQ|3|high|182|143.42|141.72|late_aircraft|weather|carrier
ABQ|3|low|2260|-2.34|-7.86|late_aircraft|weather|carrier
ABQ|3|medium|358|31.13|25.67|late_aircraft|weather|carrier
ABQ|4|high|147|141.93|141.4|weather|late_aircraft|carrier
ABQ|4|low|2365|-2.23|-8.38|weather|late_aircraft|carrier
ABQ|4|medium|400|30.97|24.83|weather|late_aircraft|carrier
ABQ|5|high|245|157.56|152.81|weather|late_aircraft|carrier
ABQ|5|low|2446|-1.9|-7.47|weather|late_aircraft|carrier
ABQ|5|medium|486|30.82|25.22|weather|late_aircraft|carrier
ABQ|6|high|198|134.74|130.57|weather|late_aircraft|carrier
ABQ|6|low|2392|-2.11|-7.16|weather|late_aircraft|carrier
ABQ|6|medium|475|30.44|25.59|weather|late_aircraft|carrier
ABQ|7|high|244|144.2|141.03|late_aircraft|weather|carrier
ABQ|7|low|2357|-2.19|-7.37|late_aircraft|weather|carrier
ABQ|7|medium|502|32.83|29.97|late_aircraft|weather|carrier
ABQ|8|high|199|127.45|124.95|late_aircraft|carrier|weather
ABQ|8|low|2564|-3.35|-8.33|late_aircraft|carrier|weather
ABQ|8|medium|363|30.09|27.14|late_aircraft|carrier|weather
ABQ|9|high|96|138.79|133.88|carrier|late_aircraft|nas
ABQ|9|low|2593|-3.87|-10.12|carrier|late_aircraft|nas
ABQ|9|medium|337|29.06|23.05|carrier|late_aircraft|nas
ABQ|10|high|112|160.43|154.75|security|late_aircraft|weather
ABQ|10|low|3180|-3.09|-8.25|security|late_aircraft|weather
ABQ|10|medium|328|29.14|23.74|security|late_aircraft|weather
ABQ|11|high|109|132.63|129.86|late_aircraft|weather|carrier
ABQ|11|low|2603|-3.58|-7.42|late_aircraft|weather|carrier
ABQ|11|medium|272|30.01|29.22|late_aircraft|weather|carrier
ABQ|12|high|129|160.96|162.75|weather|late_aircraft|carrier
ABQ|12|low|2486|-3.21|-9.37|weather|late_aircraft|carrier
ABQ|12|medium|325|30.09|23.62|weather|late_aircraft|carrier
ABR|1|high|8|133.38|121.63|weather|carrier|nas
ABR|1|low|65|-2.69|-14.54|weather|carrier|nas
ABR|1|medium|5|27.2|7.8|weather|carrier|nas
ABR|2|high|4|321.0|304.5|weather|carrier|none
ABR|2|low|83|-4.78|-22.95|weather|carrier|none
ABR|2|medium|3|34.0|13.67|weather|carrier|none
ABR|3|high|11|186.36|164.91|carrier|weather|none
ABR|3|low|68|-4.19|-21.65|carrier|weather|none
ABR|3|medium|4|24.0|6.0|carrier|weather|none
ABR|4|high|4|365.5|344.0|weather|carrier|none
ABR|4|low|88|-4.99|-15.61|weather|carrier|none
ABR|4|medium|2|18.0|-4.0|weather|carrier|none
ABR|5|high|9|122.44|113.67|carrier|weather|nas
ABR|5|low|75|-5.03|-11.17|carrier|weather|nas
ABR|5|medium|3|39.33|36.0|carrier|weather|nas
ABR|6|high|10|311.1|309.9|carrier|weather|nas
ABR|6|low|56|-3.18|-0.48|carrier|weather|nas
ABR|6|medium|15|36.27|49.67|carrier|weather|nas
ABR|7|high|8|130.0|136.0|carrier|weather|nas
ABR|7|low|67|-1.81|-10.28|carrier|weather|nas
ABR|7|medium|7|33.0|29.57|carrier|weather|nas
ABR|8|high|8|244.0|261.13|carrier|weather|nas
ABR|8|low|73|-3.22|-8.12|carrier|weather|nas
ABR|8|medium|11|22.36|34.0|carrier|weather|nas
ABR|9|high|5|143.2|134.8|carrier|none|none
ABR|9|low|82|-4.83|-15.59|carrier|none|none
ABR|10|high|9|247.44|234.44|carrier|weather|nas
ABR|10|low|73|-4.36|-16.9|carrier|weather|nas
ABR|10|medium|9|44.89|33.78|carrier|weather|nas
ABR|11|high|4|104.5|89.25|carrier|none|none
ABR|11|low|77|-4.62|-12.7|carrier|none|none
ABR|11|medium|9|25.11|16.44|carrier|none|none
ABR|12|high|14|519.0|515.79|carrier|weather|nas
ABR|12|low|56|-4.05|-9.98|carrier|weather|nas
ABR|12|medium|16|34.88|25.69|carrier|weather|nas
ABY|1|high|9|302.56|291.22|weather|carrier|nas
ABY|1|low|74|-4.84|-10.88|weather|carrier|nas
ABY|1|medium|9|23.56|19.44|weather|carrier|nas
ABY|2|high|6|199.33|194.83|carrier|weather|nas
ABY|2|low|67|-5.84|-7.21|carrier|weather|nas
ABY|2|medium|12|27.5|17.33|carrier|weather|nas
ABY|3|high|8|122.38|114.0|carrier|weather|none
ABY|3|low|95|-5.6|-9.35|carrier|weather|none
ABY|3|medium|2|43.0|39.0|carrier|weather|none
ABY|4|high|6|121.0|123.5|carrier|weather|nas
ABY|4|low|69|-6.19|-3.46|carrier|weather|nas
ABY|4|medium|10|34.2|37.7|carrier|weather|nas
ABY|5|high|11|110.0|106.73|weather|carrier|nas
ABY|5|low|80|-6.14|-3.63|weather|carrier|nas
ABY|5|medium|8|42.75|45.0|weather|carrier|nas
ABY|6|high|6|68.67|61.17|carrier|nas|none
ABY|6|low|79|-5.72|-5.87|carrier|nas|none
ABY|6|medium|7|44.86|39.71|carrier|nas|none
ABY|7|high|17|166.35|176.82|carrier|weather|nas
ABY|7|low|62|-5.79|4.95|carrier|weather|nas
ABY|7|medium|9|29.33|28.89|carrier|weather|nas
ABY|8|high|13|318.92|314.85|weather|carrier|nas
ABY|8|low|64|-5.02|-7.08|weather|carrier|nas
ABY|8|medium|12|32.0|23.25|weather|carrier|nas
ABY|9|high|7|99.71|94.29|carrier|weather|nas
ABY|9|low|76|-6.97|-6.09|carrier|weather|nas
ABY|9|medium|9|41.22|46.0|carrier|weather|nas
ABY|10|high|1|130.0|117.0|carrier|nas|none
ABY|10|low|90|-7.11|-8.9|carrier|nas|none
ABY|10|medium|3|56.33|42.33|carrier|nas|none
ABY|11|high|3|190.0|195.0|carrier|weather|nas
ABY|11|low|98|-7.44|-7.2|carrier|weather|nas
ABY|11|medium|6|43.0|37.83|carrier|weather|nas
ABY|12|high|19|216.16|215.89|weather|carrier|late_aircraft
ABY|12|low|86|-7.21|-14.42|weather|carrier|late_aircraft
ABY|12|medium|10|28.3|23.6|weather|carrier|late_aircraft
ACK|5|high|21|164.33|170.0|late_aircraft|nas|carrier
ACK|5|low|150|-10.53|-11.58|late_aircraft|nas|carrier
ACK|5|medium|14|34.36|35.79|late_aircraft|nas|carrier
ACK|6|high|59|173.73|177.34|late_aircraft|nas|carrier
ACK|6|low|379|-8.64|-13.49|late_aircraft|nas|carrier
ACK|6|medium|52|36.35|38.48|late_aircraft|nas|carrier
ACK|7|high|77|127.27|129.29|weather|late_aircraft|carrier
ACK|7|low|483|-7.85|-10.4|weather|late_aircraft|carrier
ACK|7|medium|101|33.42|32.22|weather|late_aircraft|carrier
ACK|8|high|76|176.16|176.95|weather|late_aircraft|carrier
ACK|8|low|535|-5.7|-6.97|weather|late_aircraft|carrier
ACK|8|medium|60|35.0|36.12|weather|late_aircraft|carrier
ACK|9|high|15|180.33|103.07|late_aircraft|nas|carrier
ACK|9|low|216|-9.2|-10.89|late_aircraft|nas|carrier
ACK|9|medium|14|37.5|40.0|late_aircraft|nas|carrier
ACK|10|high|4|147.25|141.25|nas|late_aircraft|carrier
ACK|10|low|98|-10.04|-14.18|nas|late_aircraft|carrier
ACK|10|medium|5|31.6|23.8|nas|late_aircraft|carrier
ACT|1|high|16|225.06|223.25|late_aircraft|weather|carrier
ACT|1|low|98|-6.07|-9.18|late_aircraft|weather|carrier
ACT|1|medium|18|34.17|31.72|late_aircraft|weather|carrier
ACT|2|high|7|87.0|75.29|weather|late_aircraft|carrier
ACT|2|low|123|-4.85|-6.77|weather|late_aircraft|carrier
ACT|2|medium|6|34.33|34.67|weather|late_aircraft|carrier
ACT|3|high|5|79.2|72.2|late_aircraft|weather|nas
ACT|3|low|107|-3.05|-2.79|late_aircraft|weather|nas
ACT|3|medium|14|29.14|29.57|late_aircraft|weather|nas
ACT|4|high|9|193.0|203.78|weather|carrier|late_aircraft
ACT|4|low|106|-3.9|-4.63|weather|carrier|late_aircraft
ACT|4|medium|13|32.0|28.15|weather|carrier|late_aircraft
ACT|5|high|17|174.53|172.82|weather|carrier|nas
ACT|5|low|99|-6.06|-4.15|weather|carrier|nas
ACT|5|medium|12|34.5|30.17|weather|carrier|nas
ACT|6|high|24|156.54|155.38|weather|carrier|late_aircraft
ACT|6|low|87|-4.08|-3.72|weather|carrier|late_aircraft
ACT|6|medium|18|36.72|31.56|weather|carrier|late_aircraft
ACT|7|high|16|138.25|143.31|carrier|weather|late_aircraft
ACT|7|low|104|-6.1|-4.78|carrier|weather|late_aircraft
ACT|7|medium|10|47.4|44.3|carrier|weather|late_aircraft
ACT|8|high|6|102.83|105.5|late_aircraft|weather|carrier
ACT|8|low|104|-4.64|-2.6|late_aircraft|weather|carrier
ACT|8|medium|20|38.1|42.0|late_aircraft|weather|carrier
ACT|9|high|5|190.6|181.2|late_aircraft|carrier|weather
ACT|9|low|101|-4.59|-5.92|late_aircraft|carrier|weather
ACT|9|medium|15|28.6|36.67|late_aircraft|carrier|weather
ACT|10|high|31|121.39|116.87|carrier|late_aircraft|weather
ACT|10|low|96|-5.84|-6.1|carrier|late_aircraft|weather
ACT|10|medium|23|34.39|33.17|carrier|late_aircraft|weather
ACT|11|high|6|134.67|130.5|late_aircraft|carrier|nas
ACT|11|low|107|-4.43|-5.18|late_aircraft|carrier|nas
ACT|11|medium|9|42.0|39.11|late_aircraft|carrier|nas
ACT|12|high|21|128.0|128.9|weather|carrier|nas
ACT|12|low|93|-4.96|-1.62|weather|carrier|nas
ACT|12|medium|19|32.74|34.74|weather|carrier|nas
ACV|1|high|26|199.12|194.42|carrier|weather|late_aircraft
ACV|1|low|169|-5.75|-9.38|carrier|weather|late_aircraft
ACV|1|medium|23|31.52|24.91|carrier|weather|late_aircraft
ACV|2|high|21|314.76|315.19|late_aircraft|nas|carrier
ACV|2|low|132|-5.92|-7.51|late_aircraft|nas|carrier
ACV|2|medium|32|37.16|38.06|late_aircraft|nas|carrier
ACV|3|high|17|186.29|183.82|carrier|weather|late_aircraft
ACV|3|low|153|-5.2|-9.42|carrier|weather|late_aircraft
ACV|3|medium|42|28.74|27.9|carrier|weather|late_aircraft
ACV|4|high|18|148.0|146.83|carrier|late_aircraft|weather
ACV|4|low|136|-4.11|-7.36|carrier|late_aircraft|weather
ACV|4|medium|23|38.48|53.48|carrier|late_aircraft|weather
ACV|5|high|19|172.53|179.37|carrier|late_aircraft|weather
ACV|5|low|152|-4.58|-9.47|carrier|late_aircraft|weather
ACV|5|medium|17|28.41|29.76|carrier|late_aircraft|weather
ACV|6|high|13|161.62|159.15|weather|carrier|late_aircraft
ACV|6|low|154|-4.06|-8.52|weather|carrier|late_aircraft
ACV|6|medium|15|32.07|33.53|weather|carrier|late_aircraft
ACV|7|high|15|325.73|328.27|weather|carrier|late_aircraft
ACV|7|low|194|-5.25|-7.67|weather|carrier|late_aircraft
ACV|7|medium|20|33.95|36.5|weather|carrier|late_aircraft
ACV|8|high|15|201.47|202.27|weather|late_aircraft|carrier
ACV|8|low|176|-3.64|-3.36|weather|late_aircraft|carrier
ACV|8|medium|26|28.0|35.04|weather|late_aircraft|carrier
ACV|9|high|27|272.48|268.85|carrier|weather|late_aircraft
ACV|9|low|172|-5.13|-10.98|carrier|weather|late_aircraft
ACV|9|medium|11|37.09|32.64|carrier|weather|late_aircraft
ACV|10|high|30|276.5|279.67|weather|carrier|late_aircraft
ACV|10|low|226|-5.54|-8.13|weather|carrier|late_aircraft
ACV|10|medium|16|32.31|27.75|weather|carrier|late_aircraft
ACV|11|high|26|110.77|114.73|weather|late_aircraft|carrier
ACV|11|low|205|-5.26|-6.69|weather|late_aircraft|carrier
ACV|11|medium|27|32.56|30.74|weather|late_aircraft|carrier
ACV|12|high|10|137.9|136.1|weather|carrier|nas
ACV|12|low|215|-5.88|-7.53|weather|carrier|nas
ACV|12|medium|20|31.85|37.9|weather|carrier|nas
ACY|1|high|14|161.64|156.71|carrier|late_aircraft|nas
ACY|1|low|337|-5.64|-4.72|carrier|late_aircraft|nas
ACY|1|medium|32|28.69|27.03|carrier|late_aircraft|nas
ACY|2|high|27|139.37|139.96|carrier|late_aircraft|weather
ACY|2|low|340|-5.04|-11.93|carrier|late_aircraft|weather
ACY|2|medium|56|32.41|23.3|carrier|late_aircraft|weather
ACY|3|high|47|148.72|150.17|nas|late_aircraft|carrier
ACY|3|low|319|-4.78|-9.81|nas|late_aircraft|carrier
ACY|3|medium|115|33.06|32.43|nas|late_aircraft|carrier
ACY|4|high|23|114.91|107.87|nas|late_aircraft|carrier
ACY|4|low|382|-6.68|-16.51|nas|late_aircraft|carrier
ACY|4|medium|33|35.67|29.48|nas|late_aircraft|carrier
ACY|5|high|18|131.11|127.39|nas|late_aircraft|carrier
ACY|5|low|346|-4.7|-10.96|nas|late_aircraft|carrier
ACY|5|medium|52|30.5|24.21|nas|late_aircraft|carrier
ACY|6|high|37|149.62|143.43|carrier|late_aircraft|nas
ACY|6|low|298|-4.38|-15.27|carrier|late_aircraft|nas
ACY|6|medium|47|33.04|24.94|carrier|late_aircraft|nas
ACY|7|high|28|183.5|173.75|late_aircraft|carrier|weather
ACY|7|low|244|-3.23|-13.19|late_aircraft|carrier|weather
ACY|7|medium|55|35.38|27.09|late_aircraft|carrier|weather
ACY|8|high|40|136.55|134.75|weather|late_aircraft|carrier
ACY|8|low|309|-3.29|-8.92|weather|late_aircraft|carrier
ACY|8|medium|62|31.66|28.15|weather|late_aircraft|carrier
ACY|9|high|15|116.93|115.87|weather|carrier|late_aircraft
ACY|9|low|251|-6.01|-14.33|weather|carrier|late_aircraft
ACY|9|medium|27|30.48|25.41|weather|carrier|late_aircraft
ACY|10|high|7|116.43|101.14|late_aircraft|carrier|nas
ACY|10|low|281|-5.83|-15.84|late_aircraft|carrier|nas
ACY|10|medium|19|34.63|24.37|late_aircraft|carrier|nas
ACY|11|high|7|190.0|172.57|carrier|late_aircraft|nas
ACY|11|low|337|-7.93|-22.02|carrier|late_aircraft|nas
ACY|11|medium|24|32.5|19.75|carrier|late_aircraft|nas
ACY|12|high|20|95.65|85.75|late_aircraft|carrier|nas
ACY|12|low|221|-6.52|-15.47|late_aircraft|carrier|nas
ACY|12|medium|35|31.77|24.69|late_aircraft|carrier|nas
ADK|1|low|5|-18.0|-12.8|security|nas|none
ADK|1|medium|2|29.5|42.0|security|nas|none
ADK|2|low|10|-39.6|-42.8|none|none|none
ADK|3|high|1|103.0|103.0|late_aircraft|none|none
ADK|3|low|12|-46.08|-40.25|late_aircraft|none|none
ADK|4|high|1|225.0|217.0|late_aircraft|security|none
ADK|4|low|8|-21.75|-27.0|late_aircraft|security|none
ADK|4|medium|1|58.0|53.0|late_aircraft|security|none
ADK|5|low|10|-34.3|-44.5|late_aircraft|security|none
ADK|5|medium|3|20.33|16.33|late_aircraft|security|none
ADK|6|low|12|-20.58|-16.33|none|none|none
ADK|7|low|9|-5.78|-11.67|late_aircraft|security|nas
ADK|7|medium|3|31.0|31.67|late_aircraft|security|nas
ADK|8|high|3|170.0|135.0|late_aircraft|security|none
ADK|8|low|6|1.17|-0.67|late_aircraft|security|none
ADK|8|medium|2|49.0|33.5|late_aircraft|security|none
ADK|9|high|1|70.0|73.0|late_aircraft|security|nas
ADK|9|low|10|-1.3|-8.2|late_aircraft|security|nas
ADK|9|medium|4|31.0|16.5|late_aircraft|security|nas
ADK|10|low|9|-18.44|-22.33|carrier|none|none
ADK|10|medium|1|29.0|16.0|carrier|none|none
ADK|11|high|1|61.0|73.0|late_aircraft|nas|none
ADK|11|low|9|-12.0|-2.11|late_aircraft|nas|none
ADK|12|low|12|-21.67|-20.0|nas|none|none
ADQ|1|high|13|86.0|77.85|weather|carrier|late_aircraft
ADQ|1|low|61|-14.38|-17.92|weather|carrier|late_aircraft
ADQ|1|medium|15|33.27|30.67|weather|carrier|late_aircraft
ADQ|2|high|7|143.29|135.86|carrier|late_aircraft|weather
ADQ|2|low|71|-10.41|-14.7|carrier|late_aircraft|weather
ADQ|2|medium|12|32.0|25.75|carrier|late_aircraft|weather
ADQ|3|high|7|190.14|189.0|late_aircraft|weather|nas
ADQ|3|low|75|-11.77|-14.17|late_aircraft|weather|nas
ADQ|3|medium|9|24.67|18.78|late_aircraft|weather|nas
ADQ|4|high|2|168.5|165.0|carrier|late_aircraft|nas
ADQ|4|low|77|-11.69|-16.13|carrier|late_aircraft|nas
ADQ|4|medium|11|38.0|31.82|carrier|late_aircraft|nas
ADQ|5|high|4|62.5|52.5|late_aircraft|carrier|nas
ADQ|5|low|107|-9.72|-12.0|late_aircraft|carrier|nas
ADQ|5|medium|7|41.86|38.0|late_aircraft|carrier|nas
ADQ|6|high|3|72.0|70.33|late_aircraft|carrier|security
ADQ|6|low|103|-11.42|-11.31|late_aircraft|carrier|security
ADQ|6|medium|7|37.57|33.57|late_aircraft|carrier|security
ADQ|7|high|9|169.44|169.89|late_aircraft|carrier|nas
ADQ|7|low|102|-7.45|-7.16|late_aircraft|carrier|nas
ADQ|7|medium|9|26.89|21.78|late_aircraft|carrier|nas
ADQ|8|high|5|118.4|118.8|late_aircraft|carrier|security
ADQ|8|low|115|-8.86|-8.77|late_aircraft|carrier|security
ADQ|8|medium|12|24.83|22.08|late_aircraft|carrier|security
ADQ|9|high|1|87.0|89.0|weather|late_aircraft|nas
ADQ|9|low|126|-12.3|-11.12|weather|late_aircraft|nas
ADQ|9|medium|5|45.8|50.6|weather|late_aircraft|nas
ADQ|10|high|4|126.5|128.0|late_aircraft|carrier|security
ADQ|10|low|72|-5.22|-6.64|late_aircraft|carrier|security
ADQ|10|medium|7|31.43|32.29|late_aircraft|carrier|security
ADQ|11|high|4|322.5|323.25|carrier|late_aircraft|security
ADQ|11|low|67|-3.43|-1.42|carrier|late_aircraft|security
ADQ|11|medium|24|26.67|28.96|carrier|late_aircraft|security
ADQ|12|high|4|167.25|169.75|late_aircraft|weather|nas
ADQ|12|low|84|-7.14|-8.7|late_aircraft|weather|nas
ADQ|12|medium|3|30.0|29.67|late_aircraft|weather|nas
AEX|1|high|25|324.6|340.88|nas|late_aircraft|weather
AEX|1|low|175|-5.71|-5.98|nas|late_aircraft|weather
AEX|1|medium|23|39.26|32.96|nas|late_aircraft|weather
AEX|2|high|10|262.7|257.5|carrier|nas|late_aircraft
AEX|2|low|194|-6.19|-10.52|carrier|nas|late_aircraft
AEX|2|medium|12|34.58|35.08|carrier|nas|late_aircraft
AEX|3|high|12|156.5|146.83|weather|carrier|late_aircraft
AEX|3|low|203|-4.66|-10.83|weather|carrier|late_aircraft
AEX|3|medium|9|37.22|42.33|weather|carrier|late_aircraft
AEX|4|high|24|251.38|269.0|weather|carrier|late_aircraft
AEX|4|low|173|-5.41|-7.71|weather|carrier|late_aircraft
AEX|4|medium|14|33.5|32.43|weather|carrier|late_aircraft
AEX|5|high|33|184.64|179.97|weather|late_aircraft|carrier
AEX|5|low|177|-4.29|-5.55|weather|late_aircraft|carrier
AEX|5|medium|11|28.45|35.27|weather|late_aircraft|carrier
AEX|6|high|24|235.42|223.62|carrier|weather|late_aircraft
AEX|6|low|208|-5.24|-11.31|carrier|weather|late_aircraft
AEX|6|medium|18|26.33|18.0|carrier|weather|late_aircraft
AEX|7|high|30|230.37|226.8|carrier|weather|late_aircraft
AEX|7|low|187|-4.54|-9.06|carrier|weather|late_aircraft
AEX|7|medium|27|30.59|25.59|carrier|weather|late_aircraft
AEX|8|high|20|149.3|139.6|carrier|weather|late_aircraft
AEX|8|low|216|-5.64|-12.63|carrier|weather|late_aircraft
AEX|8|medium|12|31.08|25.5|carrier|weather|late_aircraft
AEX|9|high|22|180.14|181.68|carrier|late_aircraft|nas
AEX|9|low|208|-4.42|-8.18|carrier|late_aircraft|nas
AEX|9|medium|21|29.71|27.86|carrier|late_aircraft|nas
AEX|10|high|32|171.38|156.88|carrier|weather|late_aircraft
AEX|10|low|213|-6.56|-15.15|carrier|weather|late_aircraft
AEX|10|medium|17|33.71|26.0|carrier|weather|late_aircraft
AEX|11|high|19|183.05|175.53|carrier|weather|late_aircraft
AEX|11|low|219|-5.84|-12.45|carrier|weather|late_aircraft
AEX|11|medium|18|27.61|18.0|carrier|weather|late_aircraft
AEX|12|high|13|286.08|271.77|carrier|weather|security
AEX|12|low|216|-4.31|-10.82|carrier|weather|security
AEX|12|medium|27|31.67|32.33|carrier|weather|security
AGS|1|high|80|175.5|170.46|carrier|late_aircraft|weather
AGS|1|low|237|-2.64|-7.19|carrier|late_aircraft|weather
AGS|1|medium|50|27.64|27.46|carrier|late_aircraft|weather
AGS|2|high|25|140.92|130.76|carrier|weather|late_aircraft
AGS|2|low|294|-3.3|-12.58|carrier|weather|late_aircraft
AGS|2|medium|36|30.28|21.06|carrier|weather|late_aircraft
AGS|3|high|28|195.18|189.79|carrier|late_aircraft|nas
AGS|3|low|322|-4.15|-8.68|carrier|late_aircraft|nas
AGS|3|medium|24|26.13|25.13|carrier|late_aircraft|nas
AGS|4|high|50|101.28|100.96|late_aircraft|weather|carrier
AGS|4|low|601|-3.06|-5.9|late_aircraft|weather|carrier
AGS|4|medium|117|31.52|27.68|late_aircraft|weather|carrier
AGS|5|high|53|177.02|180.0|carrier|late_aircraft|weather
AGS|5|low|385|-3.63|-7.65|carrier|late_aircraft|weather
AGS|5|medium|45|32.29|30.42|carrier|late_aircraft|weather
AGS|6|high|29|126.31|123.83|carrier|weather|late_aircraft
AGS|6|low|491|-4.83|-10.14|carrier|weather|late_aircraft
AGS|6|medium|39|29.23|24.41|carrier|weather|late_aircraft
AGS|7|high|86|183.06|181.58|weather|carrier|late_aircraft
AGS|7|low|381|-3.47|-5.49|weather|carrier|late_aircraft
AGS|7|medium|71|35.04|30.38|weather|carrier|late_aircraft
AGS|8|high|35|172.26|165.29|carrier|late_aircraft|weather
AGS|8|low|456|-4.63|-8.81|carrier|late_aircraft|weather
AGS|8|medium|49|32.27|25.94|carrier|late_aircraft|weather
AGS|9|high|50|190.54|190.12|late_aircraft|weather|carrier
AGS|9|low|461|-4.45|-7.08|late_aircraft|weather|carrier
AGS|9|medium|44|33.09|33.07|late_aircraft|weather|carrier
AGS|10|high|55|166.25|165.67|weather|late_aircraft|carrier
AGS|10|low|397|-3.88|-8.88|weather|late_aircraft|carrier
AGS|10|medium|48|28.31|22.94|weather|late_aircraft|carrier
AGS|11|high|19|147.21|143.84|weather|carrier|nas
AGS|11|low|429|-2.89|-7.27|weather|carrier|nas
