origin|month|cause|avg_minutes|rank_pos
ABR|8|nas_delay|20.5|3
ABR|9|carrier_delay|92.5|1
ABR|10|carrier_delay|160.3571|1
ABR|10|weather_delay|53.0|2
ABR|10|nas_delay|1.0|3
ABR|11|carrier_delay|44.6364|1
ABR|12|carrier_delay|302.625|1
ABR|12|weather_delay|150.0|2
ABR|12|nas_delay|16.4|3
ABY|1|weather_delay|220.3333|1
ABY|1|carrier_delay|204.1|2
ABY|1|nas_delay|12.25|3
ABY|2|carrier_delay|157.3333|1
ABY|2|weather_delay|71.0|2
ABY|2|nas_delay|31.0|3
ABY|3|carrier_delay|107.2222|1
ABY|3|weather_delay|25.0|2
ABY|4|carrier_delay|58.1053|1
ABY|4|weather_delay|33.0|2
ABY|4|nas_delay|12.5833|3
ABY|5|weather_delay|68.0|1
ABY|5|carrier_delay|60.0455|2
ABY|5|nas_delay|19.0|3
ABY|6|carrier_delay|48.9231|1
ABY|6|nas_delay|9.0|2
ABY|7|carrier_delay|106.7037|1
ABY|7|weather_delay|57.7143|2
ABY|7|nas_delay|31.6364|3
ABY|8|weather_delay|1318.0|1
ABY|8|carrier_delay|89.8947|2
ABY|8|nas_delay|7.0|3
ABY|9|carrier_delay|63.5|1
ABY|9|weather_delay|42.75|2
ABY|9|nas_delay|15.0|3
ABY|10|carrier_delay|41.5714|1
ABY|10|nas_delay|14.0|2
ABY|11|carrier_delay|63.0|1
ABY|11|weather_delay|40.0|2
ABY|11|nas_delay|7.0|3
ABY|12|weather_delay|136.0|1
ABY|12|carrier_delay|124.4286|2
ABY|12|late_aircraft_delay|76.5|3
ACK|5|late_aircraft_delay|101.5714|1
ACK|5|nas_delay|41.7273|2
ACK|5|carrier_delay|35.0|3
ACK|6|late_aircraft_delay|74.8933|1
ACK|6|nas_delay|62.5811|2
ACK|6|carrier_delay|51.3191|3
ACK|7|weather_delay|132.0|1
ACK|7|late_aircraft_delay|55.0579|2
ACK|7|carrier_delay|43.9846|3
ACK|8|weather_delay|113.0|1
ACK|8|late_aircraft_delay|71.5755|2
ACK|8|carrier_delay|56.4828|3
ACK|9|late_aircraft_delay|71.3333|1
ACK|9|nas_delay|25.8636|2
ACK|9|carrier_delay|16.9167|3
ACK|10|nas_delay|80.75|1
ACK|10|late_aircraft_delay|48.4|2
ACK|10|carrier_delay|34.4|3
ACT|1|late_aircraft_delay|149.0|1
ACT|1|weather_delay|123.3333|2
ACT|1|carrier_delay|94.95|3
ACT|2|weather_delay|74.0|1
ACT|2|late_aircraft_delay|27.2857|2
ACT|2|carrier_delay|22.8824|3
ACT|3|late_aircraft_delay|33.35|1
ACT|3|weather_delay|23.0|2
ACT|3|nas_delay|21.2353|3
ACT|4|weather_delay|205.75|1
ACT|4|carrier_delay|29.7143|2
ACT|4|late_aircraft_delay|21.5455|3
ACT|5|weather_delay|137.0|1
ACT|5|carrier_delay|108.3889|2
ACT|5|nas_delay|82.1111|3
ACT|6|weather_delay|113.3333|1
ACT|6|carrier_delay|104.52|2
ACT|6|late_aircraft_delay|60.8889|3
ACT|7|carrier_delay|119.8889|1
ACT|7|weather_delay|68.6|2
ACT|7|late_aircraft_delay|38.0|3
ACT|8|late_aircraft_delay|45.4|1
ACT|8|weather_delay|31.0|2
ACT|8|carrier_delay|30.9091|3
ACT|9|late_aircraft_delay|60.0|1
ACT|9|carrier_delay|46.8333|2
ACT|9|weather_delay|29.6|3
ACT|10|carrier_delay|88.8611|1
ACT|10|late_aircraft_delay|52.0|2
ACT|10|weather_delay|21.6667|3
ACT|11|late_aircraft_delay|65.0|1
ACT|11|carrier_delay|45.4706|2
ACT|11|nas_delay|5.6|3
ACT|12|weather_delay|103.6667|1
ACT|12|carrier_delay|63.2|2
ACT|12|nas_delay|12.3684|3
ACV|1|carrier_delay|204.4|1
ACV|1|weather_delay|162.1667|2
ACV|1|late_aircraft_delay|112.3684|3
ACV|2|late_aircraft_delay|233.92|1
ACV|2|nas_delay|45.3429|2
ACV|2|carrier_delay|40.625|3
ACV|3|carrier_delay|262.0|1
ACV|3|weather_delay|63.0|2
ACV|3|late_aircraft_delay|54.8462|3
ACV|4|carrier_delay|150.3636|1
ACV|4|late_aircraft_delay|82.2222|2
ACV|4|weather_delay|63.0|3
ACV|5|carrier_delay|154.625|1
ACV|5|late_aircraft_delay|151.125|2
ACV|5|weather_delay|62.0|3
ACV|6|weather_delay|117.0|1
ACV|6|carrier_delay|93.1875|2
ACV|6|late_aircraft_delay|78.1111|3
ACV|7|weather_delay|161.0|1
ACV|7|carrier_delay|149.3913|2
ACV|7|late_aircraft_delay|121.5833|3
ACV|8|weather_delay|164.4|1
ACV|8|late_aircraft_delay|108.9375|2
ACV|8|carrier_delay|53.875|3
ACV|9|carrier_delay|243.3333|1
ACV|9|weather_delay|222.0769|2
ACV|9|late_aircraft_delay|153.4375|3
ACV|10|weather_delay|240.0909|1
ACV|10|carrier_delay|156.5714|2
ACV|10|late_aircraft_delay|150.4|3
ACV|11|weather_delay|127.7273|1
ACV|11|late_aircraft_delay|52.2174|2
ACV|11|carrier_delay|38.9048|3
ACV|12|weather_delay|73.2|1
ACV|12|carrier_delay|52.8462|2
ACV|12|nas_delay|48.9412|3
ACY|1|carrier_delay|89.3529|1
ACY|1|late_aircraft_delay|56.4706|2
ACY|1|nas_delay|24.3284|3
ACY|2|carrier_delay|71.12|1
ACY|2|late_aircraft_delay|56.2|2
ACY|2|weather_delay|40.0|3
ACY|3|nas_delay|49.194|1
ACY|3|late_aircraft_delay|47.9538|2
ACY|3|carrier_delay|41.4884|3
ACY|4|nas_delay|65.5429|1
ACY|4|late_aircraft_delay|41.9412|2
ACY|4|carrier_delay|39.0|3
ACY|5|nas_delay|50.375|1
ACY|5|late_aircraft_delay|50.1724|2
ACY|5|carrier_delay|34.75|3
ACY|6|carrier_delay|87.75|1
ACY|6|late_aircraft_delay|59.84|2
ACY|6|nas_delay|44.6383|3
ACY|7|late_aircraft_delay|61.0294|1
ACY|7|carrier_delay|60.9318|2
ACY|7|weather_delay|56.0|3
ACY|8|weather_delay|137.0|1
ACY|8|late_aircraft_delay|52.0|2
ACY|8|carrier_delay|49.9143|3
ACY|9|weather_delay|78.3333|1
ACY|9|carrier_delay|66.5|2
ACY|9|late_aircraft_delay|48.0|3
ACY|10|late_aircraft_delay|59.4615|1
ACY|10|carrier_delay|18.1176|2
ACY|10|nas_delay|12.0|3
ACY|11|carrier_delay|150.4|1
ACY|11|late_aircraft_delay|53.4|2
ACY|11|nas_delay|37.6364|3
ACY|12|late_aircraft_delay|61.0|1
ACY|12|carrier_delay|45.5882|2
ACY|12|nas_delay|39.1622|3
ADK|1|security_delay|29.5|1
ADK|1|nas_delay|12.5|2
ADK|3|late_aircraft_delay|103.0|1
ADK|4|late_aircraft_delay|131.5|1
ADK|4|security_delay|7.0|2
ADK|5|late_aircraft_delay|19.0|1
ADK|5|security_delay|15.0|2
ADK|7|late_aircraft_delay|43.0|1
ADK|7|security_delay|14.6667|2
ADK|7|nas_delay|4.0|3
ADK|8|late_aircraft_delay|135.0|1
ADK|8|security_delay|33.5|2
ADK|9|late_aircraft_delay|50.0|1
ADK|9|security_delay|20.6667|2
ADK|9|nas_delay|3.0|3
ADK|10|carrier_delay|16.0|1
ADK|11|late_aircraft_delay|61.0|1
ADK|11|nas_delay|12.0|2
ADK|12|nas_delay|16.0|1
ADQ|1|weather_delay|65.5|1
ADQ|1|carrier_delay|54.4286|2
ADQ|1|late_aircraft_delay|48.25|3
ADQ|2|carrier_delay|93.0|1
ADQ|2|late_aircraft_delay|88.1111|2
ADQ|2|weather_delay|48.1429|3
ADQ|3|late_aircraft_delay|140.5|1
ADQ|3|weather_delay|27.0|2
ADQ|3|nas_delay|13.5|3
ADQ|4|carrier_delay|71.8571|1
ADQ|4|late_aircraft_delay|41.5|2
ADQ|4|nas_delay|1.6667|3
ADQ|5|late_aircraft_delay|42.125|1
ADQ|5|carrier_delay|24.1667|2
ADQ|5|nas_delay|7.0|3
ADQ|6|late_aircraft_delay|51.2|1
ADQ|6|carrier_delay|50.3333|2
ADQ|6|security_delay|12.5|3
ADQ|7|late_aircraft_delay|125.0|1
ADQ|7|carrier_delay|87.5|2
ADQ|7|nas_delay|12.4|3
ADQ|8|late_aircraft_delay|56.3|1
ADQ|8|carrier_delay|35.0|2
ADQ|8|security_delay|23.0|3
ADQ|9|weather_delay|62.5|1
ADQ|9|late_aircraft_delay|47.75|2
ADQ|9|nas_delay|11.7|3
ADQ|10|late_aircraft_delay|69.125|1
ADQ|10|carrier_delay|48.3333|2
ADQ|10|security_delay|19.0|3
ADQ|11|carrier_delay|86.1|1
ADQ|11|late_aircraft_delay|57.1429|2
ADQ|11|security_delay|38.0|3
ADQ|12|late_aircraft_delay|130.2|1
ADQ|12|weather_delay|43.0|2
ADQ|12|nas_delay|18.8182|3
AEX|1|nas_delay|157.8438|1
AEX|1|late_aircraft_delay|150.2667|2
AEX|1|weather_delay|80.4286|3
AEX|2|carrier_delay|139.45|1
AEX|2|nas_delay|20.3333|2
AEX|2|late_aircraft_delay|19.8889|3
AEX|3|weather_delay|111.4167|1
AEX|3|carrier_delay|73.4|2
AEX|3|late_aircraft_delay|22.0|3
AEX|4|weather_delay|204.4737|1
AEX|4|carrier_delay|153.6667|2
AEX|4|late_aircraft_delay|58.9|3
AEX|5|weather_delay|187.5455|1
AEX|5|late_aircraft_delay|120.6667|2
AEX|5|carrier_delay|68.5769|3
AEX|6|carrier_delay|200.7895|1
AEX|6|weather_delay|108.0|2
AEX|6|late_aircraft_delay|35.8462|3
AEX|7|carrier_delay|185.1739|1
AEX|7|weather_delay|84.1364|2
AEX|7|late_aircraft_delay|53.8095|3
AEX|8|carrier_delay|111.4444|1
AEX|8|weather_delay|55.0|2
AEX|8|late_aircraft_delay|55.0|3
AEX|9|carrier_delay|119.0|1
AEX|9|late_aircraft_delay|60.1538|2
AEX|9|nas_delay|22.75|3
AEX|10|carrier_delay|124.9118|1
AEX|10|weather_delay|76.5|2
AEX|10|late_aircraft_delay|65.1538|3
AEX|11|carrier_delay|125.4545|1
AEX|11|weather_delay|66.4|2
AEX|11|late_aircraft_delay|35.4667|3
AEX|12|carrier_delay|119.1852|1
AEX|12|weather_delay|74.2222|2
AEX|12|security_delay|40.0|3
AGS|1|carrier_delay|109.4028|1
AGS|1|late_aircraft_delay|102.1154|2
AGS|1|weather_delay|78.9091|3
AGS|2|carrier_delay|76.3235|1
AGS|2|weather_delay|74.2|2
AGS|2|late_aircraft_delay|69.1111|3
AGS|3|carrier_delay|92.619|1
AGS|3|late_aircraft_delay|63.7857|2
AGS|3|nas_delay|18.0833|3
AGS|4|late_aircraft_delay|45.0455|1
AGS|4|weather_delay|39.0|2
AGS|4|carrier_delay|35.3736|3
AGS|5|carrier_delay|82.3667|1
AGS|5|late_aircraft_delay|82.3095|2
AGS|5|weather_delay|61.5714|3
AGS|6|carrier_delay|72.2963|1
AGS|6|weather_delay|61.0|2
AGS|6|late_aircraft_delay|52.3143|3
AGS|7|weather_delay|115.6364|1
AGS|7|carrier_delay|84.4691|2
AGS|7|late_aircraft_delay|74.8586|3
AGS|8|carrier_delay|99.3824|1
AGS|8|late_aircraft_delay|59.8936|2
AGS|8|weather_delay|51.6|3
AGS|9|late_aircraft_delay|95.6923|1
AGS|9|weather_delay|92.7895|2
AGS|9|carrier_delay|76.2143|3
AGS|10|weather_delay|117.1429|1
AGS|10|late_aircraft_delay|91.5758|2
AGS|10|carrier_delay|65.0833|3
AGS|11|weather_delay|88.7|1
AGS|11|carrier_delay|48.9268|2
AGS|11|nas_delay|22.8491|3
AGS|12|weather_delay|99.9412|1
AGS|12|carrier_delay|65.9884|2
AGS|12|late_aircraft_delay|57.6275|3
AKN|5|nas_delay|20.0|1
AKN|5|late_aircraft_delay|15.0|2
AKN|6|nas_delay|47.5714|1
AKN|6|late_aircraft_delay|20.0|2
AKN|6|security_delay|3.0|3
AKN|7|late_aircraft_delay|40.625|1
AKN|7|security_delay|14.5455|2
AKN|7|nas_delay|11.3333|3
AKN|8|late_aircraft_delay|14.125|1
AKN|8|carrier_delay|10.0|2
AKN|8|nas_delay|8.5833|3
AKN|9|late_aircraft_delay|28.5|1
AKN|9|security_delay|22.0|2
AKN|9|carrier_delay|10.0|3
ALB|1|late_aircraft_delay|56.4692|1
ALB|1|weather_delay|49.4444|2
ALB|1|carrier_delay|40.8598|3
ALB|2|weather_delay|64.0|1
ALB|2|late_aircraft_delay|54.1935|2
ALB|2|carrier_delay|42.8286|3
ALB|3|weather_delay|245.6111|1
ALB|3|late_aircraft_delay|61.3758|2
ALB|3|nas_delay|35.6667|3
ALB|4|weather_delay|177.7778|1
ALB|4|carrier_delay|88.2522|2
ALB|4|late_aircraft_delay|61.9837|3
ALB|5|weather_delay|108.7|1
ALB|5|late_aircraft_delay|53.1724|2
ALB|5|carrier_delay|36.0292|3
ALB|6|carrier_delay|69.9086|1
ALB|6|late_aircraft_delay|57.4023|2
ALB|6|weather_delay|55.3824|3
ALB|7|late_aircraft_delay|83.682|1
ALB|7|weather_delay|52.8605|2
ALB|7|carrier_delay|49.5199|3
ALB|8|weather_delay|88.3514|1
ALB|8|carrier_delay|52.7435|2
ALB|8|late_aircraft_delay|52.2541|3
ALB|9|carrier_delay|51.7383|1
ALB|9|weather_delay|47.8|2
ALB|9|late_aircraft_delay|42.0891|3
ALB|10|weather_delay|66.3333|1
ALB|10|carrier_delay|57.2353|2
ALB|10|late_aircraft_delay|49.0154|3
ALB|11|carrier_delay|51.7831|1
ALB|11|late_aircraft_delay|45.7027|2
ALB|11|nas_delay|22.6515|3
ALB|12|late_aircraft_delay|79.8256|1
ALB|12|weather_delay|75.6774|2
ALB|12|carrier_delay|67.9171|3
ALW|1|weather_delay|195.0|1
ALW|1|late_aircraft_delay|77.0|2
ALW|1|carrier_delay|37.25|3
ALW|2|late_aircraft_delay|82.6|1
ALW|2|nas_delay|20.5|2
ALW|3|weather_delay|63.0|1
ALW|3|late_aircraft_delay|44.0|2
ALW|3|carrier_delay|17.0|3
ALW|4|late_aircraft_delay|74.0|1
ALW|4|carrier_delay|17.0|2
ALW|5|late_aircraft_delay|29.0|1
ALW|5|carrier_delay|15.0|2
ALW|5|nas_delay|5.6667|3
ALW|6|carrier_delay|87.0|1
ALW|6|late_aircraft_delay|60.0|2
ALW|6|nas_delay|16.1667|3
ALW|7|carrier_delay|29.0|1
ALW|7|late_aircraft_delay|19.6154|2
ALW|7|nas_delay|10.4286|3
ALW|8|late_aircraft_delay|31.4667|1
ALW|8|carrier_delay|18.0|2
ALW|8|nas_delay|9.1538|3
ALW|9|carrier_delay|90.0|1
ALW|9|late_aircraft_delay|26.4167|2
ALW|9|nas_delay|20.0625|3
AMA|1|carrier_delay|94.8125|1
AMA|1|weather_delay|69.8889|2
AMA|1|late_aircraft_delay|68.4177|3
AMA|2|weather_delay|59.6667|1
AMA|2|late_aircraft_delay|31.8696|2
AMA|2|carrier_delay|25.6364|3
AMA|3|carrier_delay|55.3243|1
AMA|3|late_aircraft_delay|52.5517|2
AMA|3|weather_delay|31.5556|3
AMA|4|weather_delay|76.0|1
AMA|4|late_aircraft_delay|58.7917|2
AMA|4|nas_delay|50.6863|3
AMA|5|weather_delay|132.1379|1
AMA|5|late_aircraft_delay|54.7176|2
AMA|5|carrier_delay|46.1897|3
AMA|6|weather_delay|112.1667|1
AMA|6|late_aircraft_delay|62.7802|2
AMA|6|carrier_delay|45.3544|3
AMA|7|carrier_delay|51.1429|1
AMA|7|late_aircraft_delay|44.5128|2
AMA|7|security_delay|34.0|3
AMA|8|carrier_delay|88.2222|1
AMA|8|weather_delay|52.5|2
AMA|8|security_delay|38.0|3
AMA|9|carrier_delay|62.6316|1
AMA|9|weather_delay|61.0|2
AMA|9|late_aircraft_delay|42.1111|3
AMA|10|late_aircraft_delay|56.6275|1
AMA|10|carrier_delay|42.2174|2
AMA|10|nas_delay|26.2143|3
AMA|11|weather_delay|54.6667|1
AMA|11|late_aircraft_delay|50.5833|2
AMA|11|carrier_delay|47.3864|3
AMA|12|weather_delay|116.3333|1
AMA|12|late_aircraft_delay|68.26|2
AMA|12|carrier_delay|44.8302|3
ANC|1|weather_delay|76.9302|1
ANC|1|late_aircraft_delay|66.0606|2
ANC|1|carrier_delay|58.5867|3
ANC|2|carrier_delay|150.8495|1
ANC|2|late_aircraft_delay|53.8056|2
ANC|2|weather_delay|32.9375|3
ANC|3|weather_delay|97.375|1
ANC|3|carrier_delay|58.8606|2
ANC|3|late_aircraft_delay|49.703|3
ANC|4|weather_delay|51.9091|1
ANC|4|carrier_delay|48.8106|2
ANC|4|late_aircraft_delay|47.1887|3
ANC|5|carrier_delay|53.9189|1
ANC|5|weather_delay|42.5|2
ANC|5|late_aircraft_delay|39.1948|3
ANC|6|late_aircraft_delay|49.2055|1
ANC|6|carrier_delay|45.3268|2
ANC|6|weather_delay|34.1667|3
ANC|7|carrier_delay|51.7961|1
ANC|7|late_aircraft_delay|38.6043|2
ANC|7|weather_delay|18.5|3
ANC|8|carrier_delay|56.206|1
ANC|8|late_aircraft_delay|52.3454|2
ANC|8|weather_delay|26.9286|3
ANC|9|carrier_delay|55.5823|1
ANC|9|weather_delay|42.0|2
ANC|9|late_aircraft_delay|39.3421|3
ANC|10|weather_delay|82.3878|1
ANC|10|carrier_delay|68.78|2
ANC|10|late_aircraft_delay|37.8734|3
ANC|11|weather_delay|43.5|1
ANC|11|late_aircraft_delay|39.9306|2
ANC|11|carrier_delay|39.1183|3
ANC|12|late_aircraft_delay|69.2373|1
ANC|12|carrier_delay|40.2946|2
ANC|12|weather_delay|37.6471|3
APN|1|carrier_delay|146.5|1
APN|1|nas_delay|134.8333|2
APN|1|weather_delay|72.8889|3
APN|2|carrier_delay|96.8333|1
APN|2|weather_delay|88.8333|2
APN|2|nas_delay|31.3333|3
APN|3|weather_delay|418.5|1
APN|3|carrier_delay|147.0|2
APN|3|security_delay|12.0|3
APN|4|weather_delay|267.5|1
APN|4|carrier_delay|149.8333|2
APN|4|nas_delay|6.0|3
APN|5|weather_delay|188.2|1
APN|5|carrier_delay|31.5|2
APN|5|nas_delay|8.5|3
APN|6|weather_delay|278.5|1
APN|6|carrier_delay|161.3333|2
APN|6|nas_delay|11.0|3
APN|7|carrier_delay|99.4|1
APN|7|weather_delay|81.0|2
APN|7|security_delay|23.0|3
APN|8|carrier_delay|134.6667|1
APN|8|weather_delay|75.0|2
APN|8|nas_delay|38.0|3
APN|9|carrier_delay|96.125|1
APN|9|weather_delay|75.2|2
APN|9|nas_delay|2.0|3
APN|10|carrier_delay|185.6667|1
APN|10|nas_delay|75.0|2
APN|11|carrier_delay|64.0909|1
APN|11|nas_delay|9.8333|2
APN|12|carrier_delay|99.1905|1
APN|12|weather_delay|28.0|2
APN|12|nas_delay|12.875|3
ASE|1|carrier_delay|110.9811|1
ASE|1|weather_delay|106.2286|2
ASE|1|late_aircraft_delay|86.2555|3
ASE|2|weather_delay|115.3039|1
ASE|2|carrier_delay|81.0753|2
ASE|2|late_aircraft_delay|76.4754|3
ASE|3|carrier_delay|111.7391|1
ASE|3|weather_delay|100.2093|2
ASE|3|late_aircraft_delay|89.9548|3
ASE|4|weather_delay|181.6154|1
ASE|4|security_delay|94.5|2
ASE|4|carrier_delay|83.8539|3
ASE|5|late_aircraft_delay|142.7647|1
ASE|5|weather_delay|105.1111|2
ASE|5|carrier_delay|95.9429|3
ASE|6|late_aircraft_delay|125.7292|1
ASE|6|carrier_delay|75.129|2
ASE|6|weather_delay|74.931|3
ASE|7|weather_delay|112.6379|1
ASE|7|late_aircraft_delay|83.7188|2
ASE|7|carrier_delay|53.1589|3
ASE|8|late_aircraft_delay|86.8592|1
ASE|8|weather_delay|72.098|2
ASE|8|carrier_delay|70.8148|3
ASE|9|late_aircraft_delay|98.102|1
ASE|9|weather_delay|95.6275|2
ASE|9|carrier_delay|69.18|3
ASE|10|weather_delay|95.2667|1
ASE|10|carrier_delay|59.6395|2
ASE|10|late_aircraft_delay|57.1613|3
ASE|11|late_aircraft_delay|124.5217|1
ASE|11|weather_delay|95.7714|2
ASE|11|carrier_delay|52.3226|3
ASE|12|weather_delay|169.7053|1
ASE|12|carrier_delay|126.4|2
ASE|12|late_aircraft_delay|118.198|3
ATL|1|weather_delay|108.9018|1
ATL|1|late_aircraft_delay|50.5175|2
ATL|1|carrier_delay|42.1291|3
ATL|2|weather_delay|81.1034|1
ATL|2|late_aircraft_delay|41.7333|2
ATL|2|carrier_delay|40.5425|3
ATL|3|weather_delay|88.4198|1
ATL|3|late_aircraft_delay|40.5564|2
ATL|3|carrier_delay|40.2357|3
ATL|4|weather_delay|77.6826|1
ATL|4|late_aircraft_delay|42.5903|2
ATL|4|carrier_delay|40.7914|3
ATL|5|weather_delay|70.2326|1
ATL|5|late_aircraft_delay|54.8694|2
ATL|5|carrier_delay|38.1503|3
ATL|6|weather_delay|47.3041|1
ATL|6|late_aircraft_delay|44.7761|2
ATL|6|carrier_delay|43.0831|3
ATL|7|carrier_delay|70.2329|1
ATL|7|late_aircraft_delay|56.4761|2
ATL|7|weather_delay|46.5249|3
ATL|8|weather_delay|59.348|1
ATL|8|late_aircraft_delay|47.3108|2
ATL|8|carrier_delay|46.8723|3
ATL|9|weather_delay|70.1678|1
ATL|9|late_aircraft_delay|47.6734|2
ATL|9|carrier_delay|44.6022|3
ATL|10|weather_delay|72.8525|1
ATL|10|carrier_delay|40.7355|2
ATL|10|late_aircraft_delay|39.58|3
ATL|11|weather_delay|73.2909|1
ATL|11|carrier_delay|39.2416|2
ATL|11|late_aircraft_delay|37.2431|3
ATL|12|weather_delay|119.2207|1
ATL|12|late_aircraft_delay|42.3753|2
ATL|12|carrier_delay|39.7449|3
ATW|1|weather_delay|113.7234|1
ATW|1|carrier_delay|112.0854|2
ATW|1|late_aircraft_delay|60.1951|3
ATW|2|weather_delay|276.1176|1
ATW|2|carrier_delay|127.1791|2
ATW|2|late_aircraft_delay|89.1667|3
ATW|3|carrier_delay|152.2958|1
ATW|3|late_aircraft_delay|47.3333|2
ATW|3|weather_delay|37.0|3
ATW|4|weather_delay|192.8|1
ATW|4|carrier_delay|170.0328|2
ATW|4|late_aircraft_delay|123.44|3
ATW|5|weather_delay|122.0|1
ATW|5|late_aircraft_delay|83.9344|2
ATW|5|carrier_delay|81.9273|3
ATW|6|late_aircraft_delay|116.5111|1
ATW|6|carrier_delay|107.5213|2
ATW|6|weather_delay|49.1|3
ATW|7|carrier_delay|49.7692|1
